seconds,phase,live,corpses,parts,bodies,awake,wounds,drops,decals,pools,remaining_blood,deposited_blood,largest_pool_cm,projection_traces,max_body_speed_cm_s,min_live_pair_cm,max_capsule_overlap_cm,player_health
5.000317,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.304440,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.409919,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.516247,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.632299,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.748613,0,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.871914,0,1,0,0,0,0,1,0,1,0,1.2800,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
5.989087,0,1,0,0,0,0,1,1,1,0,1.2800,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
6.108089,0,1,0,0,0,0,1,1,1,0,1.2800,0.0000,0.0000,1,0.0000,-1.0000,0.0000,100.0000
6.224537,0,1,0,0,0,0,1,1,1,0,1.2800,0.0000,0.0000,1,0.0000,-1.0000,0.0000,100.0000
6.343280,0,1,0,0,0,0,1,2,1,0,1.2800,0.0000,0.0000,1,0.0000,-1.0000,0.0000,100.0000
6.459110,0,1,0,0,0,0,1,1,2,1,0.8300,0.4500,4.0000,2,0.0000,-1.0000,0.0000,100.0000
6.576180,0,1,0,0,0,0,1,1,2,1,0.8300,0.4500,5.0000,1,0.0000,-1.0000,0.0000,100.0000
6.692628,0,1,0,0,0,0,1,1,2,1,0.8300,0.4500,6.0000,1,0.0000,-1.0000,0.0000,100.0000
6.811146,0,1,0,0,0,0,0,2,2,1,0.8300,0.4500,8.0000,2,0.0000,-1.0000,0.0000,100.0000
6.927378,0,1,0,0,0,0,0,1,2,1,0.3800,0.9000,9.0000,2,0.0000,-1.0000,0.0000,100.0000
7.044469,0,1,0,0,0,0,0,1,2,1,0.3800,0.9000,10.0000,1,0.0000,-1.0000,0.0000,100.0000
7.161995,0,1,0,0,0,0,0,1,2,1,0.3800,0.9000,10.6921,1,0.0000,-1.0000,0.0000,100.0000
7.279423,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,1,0.0000,-1.0000,0.0000,100.0000
7.397599,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
7.513453,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
7.630740,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
7.746411,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
7.864388,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
7.980758,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.096593,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.212587,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.331244,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.448305,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.564303,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.681080,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.798307,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
8.914206,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.032064,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.148664,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.268389,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.385367,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.503017,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.621768,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.740799,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.860858,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
9.980725,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.099143,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.218189,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.337270,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.458015,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.577449,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.697647,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.817749,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
10.936987,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.055588,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.172504,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.287532,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.404293,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.519401,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.634672,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.752378,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.870173,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
11.987869,0,1,0,0,0,0,0,0,3,2,0.0000,1.2800,10.6921,0,0.0000,-1.0000,0.0000,100.0000
12.029486,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.146254,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.262602,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.378446,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.494279,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.611371,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.730362,1,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.847939,1,1,0,0,0,0,1,0,1,0,22.5000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
12.967726,1,1,0,0,0,0,1,1,1,0,22.5000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
13.086535,1,1,0,0,0,0,1,1,1,0,22.5000,0.0000,0.0000,1,0.0000,-1.0000,0.0000,100.0000
13.205516,1,1,0,0,0,0,1,2,1,0,22.5000,0.0000,0.0000,1,0.0000,-1.0000,0.0000,100.0000
13.323863,1,1,0,0,0,0,1,3,1,0,22.5000,0.0000,0.0000,2,0.0000,-1.0000,0.0000,100.0000
13.441881,1,1,0,0,0,0,1,2,2,1,21.8000,0.7000,4.0000,3,0.0000,-1.0000,0.0000,100.0000
13.559885,1,1,0,0,0,0,1,3,2,1,21.8000,0.7000,5.0000,2,0.0000,-1.0000,0.0000,100.0000
13.678068,1,1,0,0,0,0,1,2,2,1,21.1000,1.4000,6.0000,3,0.0000,-1.0000,0.0000,100.0000
13.797866,1,1,0,0,0,0,1,3,2,1,21.1000,1.4000,7.0000,2,0.0000,-1.0000,0.0000,100.0000
13.917247,1,0,1,0,16,16,1,3,3,2,49.4000,2.1000,9.0000,2,223.9386,-1.0000,0.0000,100.0000
14.037211,1,0,1,0,16,16,1,2,4,3,48.7000,2.8000,10.0000,3,262.7475,-1.0000,0.0000,100.0000
14.157508,1,0,1,0,16,16,1,3,4,3,48.7000,2.8000,11.0000,2,391.7521,-1.0000,0.0000,100.0000
14.277861,1,0,1,0,16,16,1,2,5,4,48.0000,3.5000,12.0000,3,320.6700,-1.0000,0.0000,100.0000
14.395226,1,0,1,0,16,16,1,3,5,4,48.0000,3.5000,12.0993,2,351.3205,-1.0000,0.0000,100.0000
14.513722,1,0,1,0,16,16,1,1,8,7,45.9000,5.6000,12.0993,1,288.3565,-1.0000,0.0000,100.0000
14.632898,1,0,1,0,16,16,1,1,8,7,45.9000,5.6000,12.0993,1,148.6421,-1.0000,0.0000,100.0000
14.752676,1,0,1,0,16,16,1,1,9,8,45.2000,6.3000,12.0993,1,97.6622,-1.0000,0.0000,100.0000
14.872701,1,0,1,0,16,16,1,1,9,8,45.2000,6.3000,12.0993,1,65.5174,-1.0000,0.0000,100.0000
14.992581,1,0,1,0,16,16,1,1,10,9,44.5000,7.0000,12.0993,1,55.2835,-1.0000,0.0000,100.0000
15.112412,1,0,1,0,16,16,1,1,10,9,43.8000,7.7000,12.0993,1,118.1250,-1.0000,0.0000,100.0000
15.233486,1,0,1,0,16,16,1,1,10,9,43.8000,7.7000,12.0993,1,23.1847,-1.0000,0.0000,100.0000
15.355677,1,0,1,0,16,16,1,1,10,9,43.1000,8.4000,12.0993,1,19.6386,-1.0000,0.0000,100.0000
15.465449,1,0,1,0,16,16,1,1,10,9,43.1000,8.4000,12.0993,1,19.9526,-1.0000,0.0000,100.0000
15.583762,1,0,1,0,16,16,1,1,10,9,42.4000,9.1000,12.0993,1,12.8069,-1.0000,0.0000,100.0000
15.701749,1,0,1,0,16,16,1,1,10,9,42.4000,9.1000,12.0993,1,4.7492,-1.0000,0.0000,100.0000
15.819927,1,0,1,0,16,16,1,1,10,9,41.7000,9.8000,13.0000,1,4.7795,-1.0000,0.0000,100.0000
15.937466,1,0,1,0,16,16,1,1,10,9,41.0000,10.5000,14.0000,1,7.2103,-1.0000,0.0000,100.0000
16.055180,1,0,1,0,16,16,1,1,10,9,41.0000,10.5000,15.0000,1,4.7774,-1.0000,0.0000,100.0000
16.173901,1,0,1,0,16,16,1,1,10,9,40.3000,11.2000,16.0000,1,2.6531,-1.0000,0.0000,100.0000
16.291109,1,0,1,0,16,16,1,1,10,9,40.3000,11.2000,17.0000,1,2.0964,-1.0000,0.0000,100.0000
16.411400,1,0,1,0,16,16,1,1,10,9,39.6000,11.9000,19.0000,1,2.2875,-1.0000,0.0000,100.0000
16.529507,1,0,1,0,16,16,1,1,10,9,38.9000,12.6000,20.0000,1,2.2863,-1.0000,0.0000,100.0000
16.647705,1,0,1,0,16,16,1,1,10,9,38.9000,12.6000,20.0599,1,2.4901,-1.0000,0.0000,100.0000
16.766979,1,0,1,0,16,16,1,1,10,9,38.2000,13.3000,20.8745,1,2.7600,-1.0000,0.0000,100.0000
16.884985,1,0,1,0,16,16,1,1,10,9,38.2000,13.3000,20.8745,1,3.3268,-1.0000,0.0000,100.0000
17.002985,1,0,1,0,16,16,1,1,10,9,37.5000,14.0000,21.6493,1,4.1534,-1.0000,0.0000,100.0000
17.120468,1,0,1,0,16,16,1,1,10,9,36.8000,14.7000,22.3897,1,4.5186,-1.0000,0.0000,100.0000
17.239521,1,0,1,0,16,16,1,1,10,9,36.8000,14.7000,22.3897,1,3.2613,-1.0000,0.0000,100.0000
17.357546,1,0,1,0,16,16,1,1,10,9,36.1000,15.4000,23.0997,1,1.8278,-1.0000,0.0000,100.0000
17.475285,1,0,1,0,16,16,1,1,10,9,36.1000,15.4000,23.0997,1,2.0184,-1.0000,0.0000,100.0000
17.596031,1,0,1,0,16,16,1,1,10,9,35.4000,16.1000,23.7830,1,1.8892,-1.0000,0.0000,100.0000
17.714167,1,0,1,0,16,16,1,1,10,9,34.7000,16.8000,24.4422,1,1.8794,-1.0000,0.0000,100.0000
17.832943,1,0,1,0,16,16,1,1,10,9,34.7000,16.8000,24.4422,1,1.8933,-1.0000,0.0000,100.0000
17.951174,1,0,1,0,16,16,1,1,10,9,34.0000,17.5000,25.0798,1,1.7710,-1.0000,0.0000,100.0000
18.070864,1,0,1,0,16,16,1,1,10,9,34.0000,17.5000,25.0798,1,1.9001,-1.0000,0.0000,100.0000
18.189264,1,0,1,0,16,16,1,1,10,9,33.3000,18.2000,25.6978,1,1.7366,-1.0000,0.0000,100.0000
18.307997,1,0,1,0,16,16,1,1,10,9,32.6000,18.9000,26.2979,1,1.8216,-1.0000,0.0000,100.0000
18.426643,1,0,1,0,16,16,1,1,10,9,32.6000,18.9000,26.2979,1,1.8406,-1.0000,0.0000,100.0000
18.545628,1,0,1,0,16,16,1,1,10,9,31.9000,19.6000,26.8815,1,1.8578,-1.0000,0.0000,100.0000
18.666103,1,0,1,0,16,16,1,1,10,9,31.9000,19.6000,26.8815,1,1.8259,-1.0000,0.0000,100.0000
18.786274,1,0,1,0,16,16,1,1,10,9,31.2000,20.3000,27.4499,1,1.8938,-1.0000,0.0000,100.0000
18.903648,1,0,1,0,16,16,1,1,10,9,31.2000,20.3000,27.4499,1,1.7495,-1.0000,0.0000,100.0000
19.021868,1,0,1,0,16,16,1,1,10,9,30.5000,21.0000,28.0043,1,1.7790,-1.0000,0.0000,100.0000
19.140427,1,0,1,0,16,16,1,1,10,9,29.8000,21.7000,28.5457,1,1.7898,-1.0000,0.0000,100.0000
19.254858,1,0,1,0,16,16,1,1,10,9,29.8000,21.7000,28.5457,1,1.3370,-1.0000,0.0000,100.0000
19.379141,1,0,1,0,16,16,1,1,10,9,29.1000,22.4000,29.0749,1,1.3790,-1.0000,0.0000,100.0000
19.482868,1,0,1,0,16,16,1,1,10,9,29.1000,22.4000,29.0749,1,1.5306,-1.0000,0.0000,100.0000
19.598711,1,0,1,0,16,16,1,1,10,9,28.4000,23.1000,29.5927,1,2.1082,-1.0000,0.0000,100.0000
19.704454,1,0,1,0,16,16,1,1,10,9,28.4000,23.1000,29.5927,1,1.7547,-1.0000,0.0000,100.0000
19.823505,1,0,1,0,16,16,1,1,10,9,27.7000,23.8000,30.0998,1,1.8892,-1.0000,0.0000,100.0000
19.941158,1,0,1,0,16,16,1,1,10,9,27.0000,24.5000,30.5969,1,1.7492,-1.0000,0.0000,100.0000
20.059103,1,0,1,0,16,16,1,1,10,9,27.0000,24.5000,30.5969,1,1.7494,-1.0000,0.0000,100.0000
20.177069,1,0,1,0,16,16,1,1,10,9,26.3000,25.2000,31.0845,1,1.7639,-1.0000,0.0000,100.0000
20.295488,1,0,1,0,16,16,1,1,10,9,26.3000,25.2000,31.0845,1,1.8269,-1.0000,0.0000,100.0000
20.413277,1,0,1,0,16,16,1,1,10,9,25.6000,25.9000,31.5631,1,1.7427,-1.0000,0.0000,100.0000
20.531687,1,0,1,0,16,16,1,1,10,9,24.9000,26.6000,32.0333,1,1.8474,-1.0000,0.0000,100.0000
20.649506,1,0,1,0,16,16,1,1,10,9,24.9000,26.6000,32.0333,1,1.8625,-1.0000,0.0000,100.0000
20.767355,1,0,1,0,16,16,1,1,10,9,24.2000,27.3000,32.4955,1,1.7559,-1.0000,0.0000,100.0000
20.886633,1,0,1,0,16,16,1,1,10,9,24.2000,27.3000,32.4955,1,1.8762,-1.0000,0.0000,100.0000
21.006269,1,0,1,0,16,16,1,1,10,9,23.5000,28.0000,32.9500,1,1.8869,-1.0000,0.0000,100.0000
21.125607,1,0,1,0,16,16,1,1,10,9,22.8000,28.7000,33.3972,1,1.7704,-1.0000,0.0000,100.0000
21.245298,1,0,1,0,16,16,1,1,10,9,22.8000,28.7000,33.3972,1,1.8204,-1.0000,0.0000,100.0000
21.363026,1,0,1,0,16,16,1,1,10,9,22.1000,29.4000,33.8375,1,1.8545,-1.0000,0.0000,100.0000
21.482542,1,0,1,0,16,16,1,1,10,9,22.1000,29.4000,33.8375,1,1.8084,-1.0000,0.0000,100.0000
21.600473,1,0,1,0,16,16,1,1,10,9,21.4000,30.1000,34.2711,1,1.7640,-1.0000,0.0000,100.0000
21.719673,1,0,1,0,16,16,1,1,10,9,20.7000,30.8000,34.6985,1,1.8949,-1.0000,0.0000,100.0000
21.837976,1,0,1,0,16,16,0,1,10,9,0.7000,30.8000,34.6985,1,1.8228,-1.0000,0.0000,100.0000
21.956709,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,1,1.8725,-1.0000,0.0000,100.0000
22.076191,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8785,-1.0000,0.0000,100.0000
22.196354,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8256,-1.0000,0.0000,100.0000
22.313576,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.7194,-1.0000,0.0000,100.0000
22.432009,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8635,-1.0000,0.0000,100.0000
22.553505,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.9777,-1.0000,0.0000,100.0000
22.666157,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.7623,-1.0000,0.0000,100.0000
22.783913,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8437,-1.0000,0.0000,100.0000
22.902227,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8317,-1.0000,0.0000,100.0000
23.019773,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8082,-1.0000,0.0000,100.0000
23.137510,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8197,-1.0000,0.0000,100.0000
23.258360,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.9504,-1.0000,0.0000,100.0000
23.375549,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.7624,-1.0000,0.0000,100.0000
23.493387,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.7989,-1.0000,0.0000,100.0000
23.613729,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.9037,-1.0000,0.0000,100.0000
23.734539,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.8118,-1.0000,0.0000,100.0000
23.855949,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.9686,-1.0000,0.0000,100.0000
23.971453,1,0,1,0,16,16,0,0,10,9,0.0000,31.5000,35.1198,0,1.4548,-1.0000,0.0000,100.0000
24.021347,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.134281,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.255804,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.378637,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.492525,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.613977,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.734270,2,1,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0,0.0000,-1.0000,0.0000,100.0000
24.853695,2,1,0,1,3,3,2,0,2,0,36.0000,0.0000,0.0000,0,255.9130,-1.0000,0.0000,100.0000
24.973682,2,1,0,1,3,3,2,2,2,0,36.0000,0.0000,0.0000,0,271.6267,-1.0000,0.0000,100.0000
25.095400,2,1,0,1,3,3,2,2,2,0,36.0000,0.0000,0.0000,2,319.9304,-1.0000,0.0000,100.0000
25.214951,2,1,0,1,3,3,2,4,2,0,36.0000,0.0000,0.0000,4,380.1258,-1.0000,0.0000,100.0000
25.335182,2,1,0,1,3,3,2,6,2,0,36.0000,0.0000,0.0000,4,74.7647,-1.0000,0.0000,100.0000
25.455971,2,1,0,1,3,3,2,3,4,2,33.9000,2.1000,4.0000,6,70.1759,-1.0000,0.0000,100.0000
25.576805,2,1,0,1,3,3,2,4,5,3,33.2000,2.8000,5.0000,3,57.4991,-1.0000,0.0000,100.0000
25.695234,2,1,0,1,3,3,2,3,5,3,32.5000,3.5000,6.0000,4,50.8362,-1.0000,0.0000,100.0000
25.813442,2,1,0,1,3,3,2,4,5,3,31.8000,4.2000,7.0000,3,32.3191,-1.0000,0.0000,100.0000
25.931406,2,1,0,1,3,3,2,4,6,4,30.4000,5.6000,9.0000,2,18.7941,-1.0000,0.0000,100.0000
26.048122,2,1,0,1,3,3,2,2,8,6,29.0000,7.0000,10.0000,4,7.5886,-1.0000,0.0000,100.0000
26.165619,2,1,0,1,3,3,2,4,8,6,29.0000,7.0000,11.0000,2,1.5267,-1.0000,0.0000,100.0000
26.283333,2,1,0,1,3,3,2,2,9,7,27.6000,8.4000,12.0000,4,0.3029,-1.0000,0.0000,100.0000
26.400410,2,1,0,1,3,0,2,4,9,7,27.6000,8.4000,13.0000,2,0.0000,-1.0000,0.0000,100.0000
26.517689,2,1,0,1,3,0,2,4,10,8,26.2000,9.8000,15.0000,2,0.0000,-1.0000,0.0000,100.0000
26.634895,2,1,0,1,3,0,2,2,11,9,24.8000,11.2000,15.0399,4,0.0000,-1.0000,0.0000,100.0000
26.752974,2,1,0,1,3,0,2,4,11,9,24.8000,11.2000,15.0399,2,0.0000,-1.0000,0.0000,100.0000
26.870886,2,1,0,1,3,0,2,3,11,9,24.1000,11.9000,15.0399,4,0.0000,-1.0000,0.0000,100.0000
26.987379,2,1,0,1,3,0,2,4,12,10,23.4000,12.6000,15.0399,3,0.0000,-1.0000,0.0000,100.0000
27.104248,2,1,0,1,3,0,2,3,12,10,22.7000,13.3000,15.0399,4,0.0000,-1.0000,0.0000,100.0000
27.220808,2,1,0,1,3,0,2,3,12,10,21.3000,14.7000,16.0000,4,0.0000,-1.0000,0.0000,100.0000
27.337301,2,1,0,1,3,0,2,4,12,10,20.6000,15.4000,17.0000,3,0.0000,-1.0000,0.0000,100.0000
27.454264,2,1,0,1,3,0,2,3,12,10,19.9000,16.1000,18.0000,4,0.0000,-1.0000,0.0000,100.0000
27.571476,2,0,1,1,16,13,3,4,13,10,59.2000,16.8000,19.0000,3,49.4319,-1.0000,0.0000,100.0000
27.689806,2,0,1,1,16,13,3,4,13,10,58.5000,17.5000,20.0000,4,157.2810,-1.0000,0.0000,100.0000
27.808104,2,0,1,1,16,13,3,5,13,10,57.8000,18.2000,20.0599,4,245.2902,-1.0000,0.0000,100.0000
27.926126,2,0,1,1,16,13,3,6,13,10,56.4000,19.6000,20.8745,5,278.6748,-1.0000,0.0000,100.0000
28.045250,2,0,1,1,16,13,3,5,14,11,55.0000,21.0000,21.6493,6,246.3545,-1.0000,0.0000,100.0000
28.164328,2,0,1,1,16,13,3,5,15,12,53.6000,22.4000,21.6493,5,77.0784,-1.0000,0.0000,100.0000
28.282433,2,0,1,1,16,13,3,4,15,12,52.2000,23.8000,22.3897,5,57.8747,-1.0000,0.0000,100.0000
28.400661,2,0,1,1,16,13,2,4,16,13,50.8000,25.2000,22.3897,4,147.7241,-1.0000,0.0000,100.0000
28.518219,2,0,1,1,16,13,2,3,17,14,49.3000,26.7000,22.4929,3,160.6635,-1.0000,0.0000,100.0000
28.636677,2,0,1,1,16,13,2,2,17,14,47.9000,28.1000,22.4929,3,81.6632,-1.0000,0.0000,100.0000
28.754263,2,0,1,1,16,13,2,3,17,14,47.9000,28.1000,22.4929,2,112.4334,-1.0000,0.0000,100.0000
28.871834,2,0,1,1,16,13,2,2,17,14,46.5000,29.5000,22.4929,3,83.3771,-1.0000,0.0000,100.0000
28.990637,2,0,1,1,16,13,2,2,18,15,45.8000,30.2000,22.4929,2,45.5912,-1.0000,0.0000,100.0000
29.107565,2,0,1,1,16,13,2,1,18,15,44.4000,31.6000,22.4929,2,33.1277,-1.0000,0.0000,100.0000
29.225073,2,0,1,1,16,13,2,1,18,15,43.0000,33.0000,22.4929,2,34.4844,-1.0000,0.0000,100.0000
29.342331,2,0,1,1,16,13,2,2,18,15,43.0000,33.0000,22.4929,1,25.7041,-1.0000,0.0000,100.0000
29.459902,2,0,1,1,16,13,2,1,18,15,41.6000,34.4000,22.4929,2,27.4666,-1.0000,0.0000,100.0000
29.577692,2,0,1,1,16,13,2,2,18,15,41.6000,34.4000,22.4929,1,34.9990,-1.0000,0.0000,100.0000
29.695204,2,0,1,1,16,13,2,1,18,15,40.2000,35.8000,22.4929,2,45.0141,-1.0000,0.0000,100.0000
29.813419,2,0,1,1,16,13,2,2,18,15,40.2000,35.8000,22.4929,1,47.9356,-1.0000,0.0000,100.0000
29.929794,2,0,1,1,16,13,2,2,19,16,38.8000,37.2000,22.4929,1,57.1539,-1.0000,0.0000,100.0000
30.047140,2,0,1,1,16,13,2,1,19,16,37.4000,38.6000,22.4929,2,59.0134,-1.0000,0.0000,100.0000
30.166084,2,0,1,1,16,13,2,2,19,16,37.4000,38.6000,22.4929,1,15.8561,-1.0000,0.0000,100.0000
30.284042,2,0,1,1,16,13,2,1,19,16,36.0000,40.0000,22.4929,2,22.4176,-1.0000,0.0000,100.0000
30.401112,2,0,1,1,16,13,2,2,19,16,36.0000,40.0000,22.4929,1,20.4261,-1.0000,0.0000,100.0000
30.518007,2,0,1,1,16,13,2,2,19,16,34.6000,41.4000,22.4929,1,8.9899,-1.0000,0.0000,100.0000
30.636761,2,0,1,1,16,13,2,1,19,16,33.2000,42.8000,23.0997,2,11.8466,-1.0000,0.0000,100.0000
30.755203,2,0,1,1,16,13,2,2,19,16,33.2000,42.8000,23.0997,1,16.4246,-1.0000,0.0000,100.0000
30.874132,2,0,1,1,16,13,2,1,19,16,31.8000,44.2000,23.7830,2,14.2007,-1.0000,0.0000,100.0000
