capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
0,0.0,0,10.1057,266.1613,139.2822,26.0702,0.9799,0.0064,0.0049,0.0004,0.1976,0.2165,0.0109,0.0087,0.0547,0.0007,0.0076,0.0085,0.0025,0.0006,0.0148,0.0065,0.0054,0.0017,0.0001,0.3594,0.0453,0.0,0.0012,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
1,0.0101057,0,5.1766,10.0816,5.4898,26.0702,0.2309,0.0049,0.0092,0.0003,0.0923,0.1098,0.0043,0.0016,0.0156,0.0002,0.0021,0.0029,0.0002,0.0003,0.0105,0.0016,0.0007,0.0018,0.0,0.1568,0.0227,0.0002,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
2,0.0152823,0,6.8525,3.6091,1.8402,1.7112,0.1406,0.0053,0.0046,0.0002,0.0276,0.0399,0.0029,0.0012,0.0155,0.0002,0.0016,0.002,0.0007,0.0001,0.0114,0.0013,0.0013,0.0012,0.0,0.0844,0.019,0.0002,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
3,0.0221348,0,8.5024,2.1582,1.6166,1.5735,0.1796,0.0065,0.0047,0.0003,0.032,0.0465,0.0037,0.0016,0.0178,0.0002,0.0027,0.0038,0.0002,0.0002,0.0115,0.0021,0.0006,0.0018,0.0,0.1014,0.0368,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
4,0.0306372,0,8.2396,2.7231,1.5876,1.7274,0.1215,0.0056,0.0047,0.0003,0.0204,0.0348,0.002,0.001,0.0092,0.0001,0.0015,0.0022,0.0001,0.0002,0.0095,0.0012,0.0005,0.0014,0.0,0.0701,0.015,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
5,0.0388768,0,8.6907,2.4493,2.0631,1.7402,0.1587,0.0056,0.0046,0.0003,0.0242,0.0381,0.0032,0.0009,0.018,0.0003,0.0024,0.0021,0.0004,0.0002,0.0125,0.0014,0.0005,0.0012,0.0,0.0882,0.0216,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
6,0.0475675,0,7.9764,2.2478,1.7115,1.6924,0.1537,0.0069,0.0053,0.0003,0.0379,0.053,0.003,0.0011,0.0105,0.0002,0.0018,0.0022,0.0001,0.0001,0.0105,0.0014,0.0008,0.0014,0.0,0.0911,0.0257,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
7,0.0555439,0,8.3307,2.0899,1.5881,1.6256,0.1208,0.0053,0.0056,0.0003,0.0168,0.0302,0.002,0.0014,0.0128,0.0003,0.0021,0.0018,0.0001,0.0001,0.0105,0.0017,0.0006,0.001,0.0,0.0708,0.0138,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
8,0.0638746,0,8.348,2.066,1.6126,1.6095,0.1363,0.005,0.0046,0.0003,0.0326,0.0449,0.0025,0.0011,0.0114,0.0003,0.0033,0.0022,0.0001,0.0002,0.011,0.0014,0.0004,0.001,0.0,0.0853,0.0138,0.0002,0.0016,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
9,0.0722226,0,8.4328,1.9913,1.8018,1.49,0.1181,0.0035,0.0069,0.0003,0.0142,0.0273,0.002,0.0012,0.0094,0.0002,0.0016,0.0021,0.0002,0.0001,0.0102,0.0012,0.0005,0.0011,0.0001,0.064,0.0167,0.0002,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
10,0.0806554,0,7.9367,1.9713,1.6256,1.552,0.1266,0.0034,0.0071,0.0003,0.0239,0.0379,0.0022,0.0016,0.0118,0.0001,0.0018,0.0018,0.0006,0.0001,0.0095,0.0018,0.0005,0.001,0.0,0.0755,0.0143,0.0001,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
11,0.08859210000000001,0,8.8187,2.0637,1.352,1.3537,0.1102,0.0033,0.0066,0.0002,0.0145,0.0275,0.0021,0.0015,0.0111,0.0002,0.002,0.0017,0.0007,0.0002,0.0094,0.0014,0.0005,0.0009,0.0,0.0638,0.0126,0.0001,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
12,0.0974108,0,8.0507,2.2036,1.7229,1.5827,0.1112,0.0033,0.0067,0.0003,0.0188,0.0312,0.0021,0.001,0.01,0.0001,0.0014,0.0021,0.0001,0.0002,0.0089,0.0017,0.0004,0.0009,0.0,0.0657,0.0132,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
13,0.10546150000000001,0,8.2994,1.8815,1.6439,1.5338,0.11,0.0034,0.0066,0.0003,0.0138,0.0275,0.0019,0.0012,0.0089,0.0002,0.0019,0.0018,0.0001,0.0001,0.0097,0.0012,0.0004,0.001,0.0,0.0618,0.0134,0.0001,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
14,0.11376090000000001,0,8.0327,1.9218,1.2661,1.2435,0.0991,0.0017,0.0039,0.0003,0.0188,0.0266,0.0017,0.001,0.0071,0.0001,0.0014,0.002,0.0001,0.0001,0.0091,0.0015,0.0005,0.0007,0.0,0.0582,0.0113,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
15,0.12179360000000002,0,8.5181,1.7003,1.2887,1.3162,0.1091,0.0017,0.0075,0.0009,0.0093,0.0224,0.0017,0.0017,0.0113,0.0003,0.0024,0.0022,0.0001,0.0001,0.0106,0.0014,0.0005,0.0008,0.0,0.061,0.0132,0.0004,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
16,0.13031170000000003,0,8.1566,1.9466,1.3612,1.2497,0.1041,0.0014,0.0052,0.0002,0.0168,0.026,0.0018,0.0014,0.0095,0.0002,0.0019,0.0017,0.0001,0.0001,0.009,0.0012,0.0005,0.0011,0.0,0.0597,0.0122,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
17,0.13846830000000004,0,8.4263,1.6687,1.3034,1.6254,0.1188,0.0016,0.007,0.0004,0.0132,0.0253,0.0018,0.0011,0.0107,0.0001,0.0024,0.0019,0.0002,0.0002,0.0114,0.0015,0.0012,0.0014,0.0001,0.0657,0.0177,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
18,0.14689460000000004,0,8.2756,1.7219,1.2221,1.6506,0.1201,0.004,0.0051,0.0002,0.024,0.0359,0.0028,0.0009,0.0101,0.0001,0.0018,0.0018,0.0004,0.0001,0.0093,0.0018,0.0006,0.0009,0.0001,0.0715,0.0139,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
19,0.15517020000000004,0,8.2143,1.6417,1.2388,1.2201,0.0941,0.0015,0.0061,0.0002,0.0112,0.0211,0.0024,0.0009,0.0085,0.0002,0.0015,0.0016,0.0007,0.0002,0.0086,0.0011,0.0011,0.0008,0.0,0.0532,0.01,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
20,0.16338450000000004,0,8.379,1.6047,1.1329,1.1491,0.1001,0.0018,0.0058,0.0003,0.0161,0.0268,0.0022,0.0008,0.0082,0.0002,0.0018,0.0014,0.0002,0.0001,0.0086,0.0011,0.0005,0.001,0.0001,0.058,0.0116,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
21,0.17176350000000004,0,8.4974,1.6946,1.1751,1.6819,0.1057,0.0015,0.0053,0.0003,0.0125,0.022,0.0021,0.001,0.0084,0.0002,0.0015,0.0019,0.0002,0.0001,0.0097,0.0011,0.0005,0.001,0.0,0.0557,0.0146,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
22,0.18026090000000003,0,8.1992,1.5777,1.379,1.4283,0.1015,0.0014,0.0062,0.0002,0.0158,0.0267,0.0025,0.0007,0.0085,0.0001,0.0016,0.0014,0.0002,0.0001,0.0089,0.0012,0.0005,0.0009,0.0,0.0587,0.0122,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,0.18846010000000002,0,8.4615,1.6616,1.1583,1.09,0.1029,0.0013,0.005,0.0002,0.0126,0.0216,0.0025,0.0016,0.0089,0.0002,0.0014,0.0019,0.0001,0.0001,0.0096,0.0012,0.0006,0.0012,0.0,0.0566,0.0141,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
24,0.19692160000000003,0,8.2686,1.7909,1.4104,1.5914,0.0979,0.0021,0.0044,0.0002,0.0165,0.0255,0.0019,0.0009,0.0103,0.0002,0.0019,0.0013,0.0001,0.0001,0.0083,0.0011,0.0005,0.0011,0.0,0.0577,0.0108,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
25,0.20519020000000002,0,8.4843,1.7618,1.4012,1.2032,0.1153,0.0041,0.0053,0.0003,0.013,0.0259,0.0026,0.0011,0.0095,0.0002,0.0017,0.0026,0.0001,0.0001,0.01,0.0013,0.001,0.0011,0.0,0.0635,0.0145,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
26,0.21367450000000002,0,8.2981,1.7793,1.4317,1.3064,0.108,0.0018,0.0065,0.0002,0.0187,0.03,0.002,0.0009,0.0094,0.0002,0.0022,0.0023,0.0001,0.0001,0.0092,0.0013,0.0005,0.0009,0.0,0.0639,0.0126,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
27,0.22197260000000002,0,8.5218,1.7549,1.4257,1.2195,0.1241,0.0038,0.0077,0.0002,0.0125,0.0273,0.0022,0.0012,0.0106,0.0002,0.0016,0.0021,0.0002,0.0002,0.0112,0.002,0.0007,0.0011,0.0001,0.0689,0.0156,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
28,0.23049440000000002,0,8.1803,2.2773,1.5022,1.4586,0.1242,0.0021,0.0051,0.0003,0.0224,0.0327,0.002,0.0014,0.0117,0.0001,0.0018,0.0023,0.0002,0.0002,0.0105,0.0014,0.0006,0.0015,0.0,0.0723,0.0143,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,0.23867470000000002,0,8.3827,1.9478,1.4186,1.3629,0.1149,0.0021,0.006,0.0003,0.014,0.0255,0.0026,0.001,0.0094,0.0001,0.0017,0.002,0.0001,0.0001,0.0112,0.0013,0.0011,0.0011,0.0,0.0634,0.0137,0.0002,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
30,0.2470574,0,8.1206,1.996,1.4076,1.3985,0.1117,0.0035,0.0058,0.0003,0.0186,0.0308,0.0019,0.0013,0.0097,0.0007,0.0015,0.0022,0.0001,0.0001,0.0092,0.0013,0.0005,0.001,0.0001,0.0653,0.0121,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
31,0.255178,0,8.3617,1.8194,1.248,1.5503,0.1038,0.0021,0.0043,0.0002,0.0116,0.0207,0.002,0.001,0.009,0.0001,0.0019,0.0018,0.0002,0.0001,0.0099,0.0013,0.0005,0.001,0.0001,0.0556,0.0132,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
32,0.26353970000000004,0,8.4067,2.0742,1.3546,1.521,0.1186,0.0019,0.0057,0.0003,0.0179,0.0286,0.002,0.001,0.0099,0.0002,0.0014,0.0023,0.0001,0.0001,0.0093,0.0014,0.0005,0.0014,0.0,0.0645,0.0174,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,0.27194640000000003,0,8.3865,1.9191,1.4284,1.401,0.1212,0.0035,0.0046,0.0003,0.0226,0.0338,0.0022,0.001,0.0104,0.0001,0.0024,0.0025,0.0002,0.0002,0.01,0.0012,0.0006,0.0009,0.0,0.071,0.0139,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,0.28033290000000005,0,8.3929,1.7716,1.3399,1.3437,0.111,0.0022,0.0044,0.0002,0.0213,0.0306,0.002,0.0011,0.0098,0.0001,0.0016,0.0022,0.0001,0.0001,0.0088,0.0012,0.001,0.0009,0.0,0.0647,0.0124,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
35,0.28872580000000003,0,8.3031,1.7477,1.5431,1.28,0.1048,0.0025,0.0059,0.0002,0.0128,0.0243,0.0021,0.0011,0.0091,0.0002,0.002,0.0018,0.0001,0.0001,0.0097,0.0011,0.0005,0.001,0.0,0.0582,0.0139,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
36,0.29702890000000004,0,8.3909,1.8184,1.3974,1.3193,0.1152,0.0023,0.0049,0.0002,0.0168,0.0273,0.002,0.0011,0.0104,0.0001,0.0022,0.0018,0.0001,0.0002,0.0092,0.0012,0.0009,0.001,0.0001,0.0636,0.0144,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,0.3054198,0,8.217,1.7477,1.5392,1.6175,0.1084,0.0022,0.0049,0.0002,0.0133,0.0232,0.0027,0.0011,0.0099,0.0006,0.0016,0.0019,0.0001,0.0002,0.0093,0.0016,0.0005,0.001,0.0,0.0585,0.0136,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
38,0.3136368,0,8.4274,1.9151,1.4628,1.3585,0.1125,0.002,0.0049,0.0002,0.0193,0.0289,0.002,0.0016,0.0095,0.0002,0.0015,0.0021,0.0001,0.0001,0.0105,0.0011,0.001,0.001,0.0,0.0647,0.0127,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
39,0.32206419999999997,0,8.1918,1.8217,1.3463,1.2744,0.1041,0.002,0.0084,0.0002,0.0089,0.0223,0.0026,0.001,0.0095,0.0002,0.0018,0.002,0.0001,0.0002,0.0097,0.0016,0.0005,0.0008,0.0,0.0572,0.0128,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,0.330256,0,8.369,1.7969,1.3426,1.3858,0.1135,0.0016,0.0043,0.0001,0.0219,0.0312,0.0019,0.0011,0.0109,0.0002,0.0015,0.0016,0.0001,0.0002,0.0092,0.0017,0.0006,0.0008,0.0,0.0666,0.0125,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
41,0.338625,0,8.087,1.8806,1.2547,1.3082,0.0884,0.0011,0.0036,0.0002,0.0121,0.0191,0.0018,0.0008,0.0077,0.0002,0.0013,0.0018,0.0001,0.0002,0.0085,0.0016,0.0005,0.0009,0.0,0.0491,0.0106,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
42,0.346712,0,8.3433,1.845,1.1615,1.2366,0.1005,0.0015,0.0042,0.0002,0.0163,0.0252,0.002,0.0008,0.0075,0.0002,0.0014,0.0019,0.0001,0.0001,0.0085,0.0021,0.0005,0.0009,0.0001,0.0563,0.0133,0.0001,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
43,0.3550553,0,8.3631,1.6565,1.1475,1.3112,0.0915,0.0013,0.0041,0.0002,0.0109,0.019,0.0022,0.0009,0.0079,0.0002,0.0017,0.0015,0.0001,0.0001,0.0084,0.0013,0.001,0.0009,0.0,0.0501,0.0122,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
44,0.36341840000000003,0,8.4197,2.0674,1.1883,1.3603,0.1029,0.0018,0.0044,0.0002,0.0184,0.0273,0.0023,0.0009,0.0103,0.0002,0.0014,0.002,0.0001,0.0001,0.0086,0.0012,0.0004,0.0008,0.0,0.0601,0.012,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
45,0.3718381,0,8.235,1.8099,1.2499,1.3386,0.098,0.002,0.0067,0.0002,0.01,0.0212,0.002,0.0009,0.0084,0.0002,0.0013,0.002,0.0001,0.0002,0.0097,0.0013,0.0005,0.0014,0.0,0.0539,0.0133,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
46,0.3800731,0,8.1163,1.6856,1.0551,1.5807,0.0826,0.0012,0.0039,0.0002,0.0138,0.0208,0.0016,0.0007,0.0066,0.0002,0.0011,0.0013,0.0,0.0001,0.0085,0.001,0.0005,0.0007,0.0,0.049,0.0101,0.0,0.0006,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
47,0.3881894,0,8.4463,1.6742,0.9595,1.1183,0.083,0.0011,0.0058,0.0001,0.0124,0.0214,0.0018,0.0007,0.0074,0.0003,0.0013,0.0012,0.0001,0.0001,0.0084,0.0009,0.0004,0.0008,0.0,0.0493,0.0091,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
48,0.39663570000000004,0,8.4016,1.7339,1.1115,1.2273,0.1004,0.0012,0.0064,0.0001,0.0169,0.0269,0.002,0.0007,0.0119,0.0001,0.0014,0.0016,0.0001,0.0001,0.0089,0.0011,0.0004,0.0009,0.0,0.0615,0.0117,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
49,0.40503730000000004,0,8.33,1.5841,1.1102,1.258,0.0912,0.0019,0.0042,0.0002,0.0085,0.0169,0.0021,0.0014,0.0086,0.0001,0.0012,0.0019,0.0,0.0001,0.0084,0.0017,0.0004,0.0009,0.0,0.0491,0.0122,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
