capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
13,0.10563479999999999,0,8.2021,1.9444,1.4134,1.6201,0.0983,0.004,0.0045,0.0001,0.014,0.0251,0.0019,0.001,0.0073,0.0001,0.0016,0.0019,0.0001,0.0001,0.0079,0.0011,0.0005,0.0001,0.0008,0.0552,0.0126,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
14,0.11383689999999999,0,8.3573,2.0242,1.5631,1.6053,0.1123,0.0036,0.0067,0.0003,0.0173,0.0302,0.0022,0.001,0.0105,0.0002,0.0014,0.002,0.0001,0.0001,0.0096,0.0012,0.0005,0.0001,0.0015,0.0656,0.0123,0.0,0.0018,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
15,0.12219419999999999,0,8.3328,1.9871,1.3371,1.3233,0.1132,0.002,0.005,0.0002,0.0188,0.0285,0.0022,0.0009,0.0094,0.0003,0.0022,0.0018,0.0002,0.0002,0.01,0.0014,0.0009,0.0001,0.0008,0.0639,0.0152,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
16,0.130527,0,8.1041,1.9024,1.4794,1.2377,0.1111,0.002,0.0075,0.0002,0.0167,0.029,0.0017,0.0008,0.008,0.0001,0.0014,0.0022,0.0002,0.0001,0.0081,0.0017,0.0004,0.0,0.001,0.0597,0.0151,0.0001,0.0015,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
17,0.1386311,0,8.3074,1.8344,1.2193,1.6758,0.0962,0.0016,0.006,0.0002,0.0123,0.0226,0.0018,0.0007,0.0078,0.0007,0.0015,0.0022,0.0001,0.0001,0.008,0.0011,0.001,0.0001,0.0009,0.0533,0.0123,0.0,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
18,0.1469385,0,8.1702,1.6715,1.1654,1.6081,0.0894,0.0012,0.006,0.0002,0.0156,0.0248,0.0022,0.0007,0.0075,0.0002,0.0015,0.0014,0.0,0.0,0.0076,0.0012,0.0004,0.0,0.0008,0.0525,0.0105,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
19,0.1551087,0,8.3169,1.5465,1.0326,1.0916,0.0846,0.0013,0.0046,0.0003,0.0093,0.018,0.0022,0.0008,0.0079,0.0001,0.0016,0.0016,0.0001,0.0001,0.008,0.0016,0.0004,0.0001,0.0007,0.0468,0.0105,0.0,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
20,0.16342559999999998,0,8.385,1.6207,1.0444,1.2592,0.0894,0.0015,0.0067,0.0001,0.0146,0.0253,0.0016,0.0007,0.0069,0.0001,0.0012,0.0019,0.0001,0.0001,0.0076,0.0011,0.0005,0.0,0.0007,0.0522,0.011,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
21,0.17181059999999998,0,8.4323,1.6696,1.1489,1.1669,0.0934,0.0017,0.0051,0.0002,0.0092,0.0186,0.0017,0.001,0.0076,0.0001,0.0013,0.0018,0.0001,0.0001,0.0087,0.0018,0.0005,0.0,0.0011,0.0494,0.0121,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
22,0.18024289999999998,0,8.3706,1.717,1.2064,1.6784,0.1044,0.0013,0.0081,0.0003,0.017,0.0297,0.0018,0.0009,0.0076,0.0001,0.002,0.0016,0.0001,0.0002,0.0084,0.0015,0.0005,0.0001,0.0008,0.0598,0.0137,0.0001,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,0.1886135,0,8.3781,1.7689,1.2944,1.1495,0.1076,0.0022,0.0048,0.0002,0.0137,0.0232,0.0025,0.0011,0.0092,0.0002,0.0015,0.0019,0.0001,0.0001,0.0099,0.0018,0.0005,0.0001,0.0009,0.0583,0.0156,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
24,0.1969916,0,8.4029,1.742,1.3544,1.7291,0.1095,0.0021,0.0048,0.0003,0.0176,0.0273,0.0025,0.0012,0.0094,0.0002,0.0016,0.0023,0.0002,0.0001,0.0088,0.0012,0.0005,0.0001,0.001,0.0622,0.0137,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
25,0.20539449999999998,0,8.3566,1.8854,1.3,1.4374,0.1059,0.0022,0.0066,0.0002,0.0118,0.0233,0.0025,0.001,0.0087,0.0002,0.0015,0.0024,0.0001,0.0001,0.0089,0.0017,0.0005,0.0001,0.0009,0.0569,0.015,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
26,0.21375109999999997,0,8.3149,1.8542,1.4093,1.365,0.1156,0.0018,0.0063,0.0003,0.0194,0.0308,0.0018,0.0012,0.0108,0.0002,0.0021,0.0017,0.0001,0.0001,0.0085,0.0012,0.0005,0.0001,0.001,0.0665,0.0135,0.0,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
27,0.22206599999999999,0,8.3939,2.0779,1.3472,1.9947,0.1048,0.0023,0.0049,0.0003,0.0128,0.0235,0.0022,0.0011,0.0087,0.0001,0.0016,0.0022,0.0001,0.0002,0.0078,0.0012,0.001,0.0001,0.001,0.0556,0.0126,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
28,0.2304599,0,8.4563,1.837,1.3814,1.4062,0.1319,0.0018,0.0054,0.0004,0.0208,0.0315,0.003,0.0013,0.0135,0.0003,0.0017,0.0025,0.0002,0.0002,0.0124,0.0022,0.0006,0.0002,0.0015,0.0764,0.017,0.0,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,0.2389162,0,8.049,1.8114,1.5167,1.4743,0.103,0.0021,0.0052,0.0002,0.0125,0.0232,0.0026,0.0009,0.0089,0.0002,0.0014,0.0023,0.0001,0.0001,0.0084,0.0013,0.0006,0.0001,0.0009,0.0561,0.0131,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
30,0.2469652,0,8.4907,1.5941,1.1909,1.1329,0.1008,0.0013,0.007,0.0002,0.0165,0.0277,0.0018,0.0013,0.0099,0.0001,0.0017,0.0013,0.0001,0.0001,0.0079,0.0016,0.0005,0.0,0.0008,0.0586,0.0136,0.0001,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
31,0.2554559,0,8.0889,1.82,1.3969,1.1312,0.0908,0.0015,0.0058,0.0002,0.0117,0.0221,0.0019,0.0007,0.0072,0.0001,0.0014,0.002,0.0001,0.0001,0.0082,0.0017,0.0004,0.0001,0.0007,0.0505,0.0127,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
32,0.2635448,0,8.3804,1.6934,1.2483,1.3666,0.1017,0.0014,0.0052,0.0003,0.0178,0.0268,0.0019,0.0013,0.0096,0.0002,0.0022,0.0018,0.0002,0.0001,0.0093,0.0012,0.0004,0.0,0.0008,0.0611,0.0115,0.0,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,0.27192520000000003,0,8.4406,1.7493,1.252,1.1888,0.0906,0.0017,0.0042,0.0001,0.0114,0.0198,0.0019,0.0008,0.0081,0.0001,0.0015,0.0015,0.0,0.0001,0.0089,0.0012,0.001,0.0001,0.001,0.0512,0.0116,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,0.28036580000000005,0,8.4142,1.6992,1.3863,1.2512,0.1086,0.0072,0.0059,0.0003,0.0219,0.0377,0.0018,0.0005,0.0094,0.0001,0.0013,0.0018,0.0001,0.0001,0.0075,0.0018,0.0004,0.0001,0.0009,0.0686,0.0118,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
35,0.28878000000000004,0,8.0822,1.6784,1.2026,1.2818,0.0921,0.0013,0.0046,0.0002,0.0123,0.0213,0.002,0.0007,0.0077,0.0002,0.0012,0.0019,0.0001,0.0002,0.0082,0.0017,0.0004,0.0001,0.0009,0.0501,0.0142,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
36,0.2968622,0,8.6563,1.6828,1.3608,1.4309,0.1017,0.0016,0.0047,0.0002,0.0163,0.0253,0.002,0.0008,0.0099,0.0001,0.002,0.0017,0.0001,0.0001,0.0081,0.0012,0.0004,0.0005,0.0009,0.0588,0.0131,0.0,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,0.3055185,0,8.159,1.8573,1.3611,1.3841,0.1117,0.0017,0.0049,0.0003,0.0136,0.0236,0.0027,0.0009,0.0094,0.0006,0.0015,0.0024,0.0001,0.0002,0.0093,0.0014,0.0005,0.0002,0.0016,0.061,0.0143,0.0001,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
38,0.31367750000000005,0,8.4876,1.8286,1.4223,1.3607,0.1304,0.0037,0.0064,0.0003,0.0308,0.0448,0.0028,0.0009,0.0125,0.0001,0.0022,0.0016,0.0001,0.0001,0.0087,0.002,0.0005,0.0,0.001,0.0829,0.0131,0.0001,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
39,0.32216510000000004,0,8.3118,1.7874,1.2979,1.3501,0.0982,0.0017,0.0043,0.0003,0.0101,0.02,0.0018,0.001,0.0091,0.0001,0.0013,0.0023,0.0001,0.0002,0.0097,0.0013,0.0005,0.0001,0.001,0.0537,0.0127,0.0,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,0.3304769,0,8.241,1.7984,1.4177,1.2744,0.0955,0.0014,0.0051,0.0003,0.0149,0.0237,0.0018,0.0008,0.0073,0.0001,0.0013,0.0022,0.0001,0.0001,0.0083,0.0017,0.0004,0.0001,0.0009,0.054,0.0115,0.0,0.0013,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
41,0.3387179,0,8.2671,1.7105,1.3299,1.2154,0.0972,0.0018,0.0057,0.0002,0.0098,0.0205,0.0018,0.0009,0.0076,0.0003,0.0015,0.0022,0.0001,0.0001,0.0082,0.0014,0.0005,0.0001,0.0009,0.0514,0.0131,0.0,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
42,0.346985,0,8.18,1.8609,1.2131,1.2583,0.0944,0.0014,0.0061,0.0002,0.016,0.0256,0.0017,0.0005,0.0095,0.0001,0.0013,0.0019,0.0001,0.0001,0.0076,0.0015,0.0004,0.0,0.0008,0.0569,0.0115,0.0,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
43,0.355165,0,8.3468,1.6738,1.0881,1.1349,0.0905,0.0022,0.0066,0.0002,0.0083,0.0196,0.0021,0.0007,0.0077,0.0001,0.0018,0.0016,0.0001,0.0001,0.0082,0.0013,0.0005,0.0001,0.0009,0.0496,0.0125,0.0,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
