file,audio_seconds,world_seconds,phase,weapon,ammo,reserve,operation
frame_00259.jpg,11.552956,13.539104,4,1,2,36,2
frame_00260.jpg,11.597448,13.584077,4,1,2,36,2
frame_00261.jpg,11.641612,13.628587,4,1,2,36,2
frame_00262.jpg,11.686990,13.672749,4,1,2,36,3
frame_00263.jpg,11.732484,13.718155,4,1,2,36,3
frame_00264.jpg,11.777816,13.763627,4,1,2,36,3
frame_00265.jpg,11.822721,13.808969,4,1,2,36,3
frame_00266.jpg,11.867671,13.853868,4,1,2,36,3
frame_00267.jpg,11.912068,13.898793,4,1,2,36,3
frame_00268.jpg,11.957087,13.943175,4,1,2,36,3
frame_00269.jpg,12.002005,13.988212,4,1,2,36,3
frame_00270.jpg,12.047120,14.033139,4,1,2,36,3
frame_00271.jpg,12.091487,14.078215,4,1,2,36,3
frame_00272.jpg,12.136801,14.122605,4,1,2,36,3
frame_00273.jpg,12.181912,14.167953,4,1,2,36,3
frame_00274.jpg,12.226529,14.213046,4,1,2,36,0
frame_00275.jpg,12.270918,14.257632,4,1,1,36,2
frame_00276.jpg,12.315789,14.302032,4,1,1,36,2
frame_00277.jpg,12.360385,14.346877,4,1,1,36,2
frame_00278.jpg,12.404575,14.391504,4,1,1,36,2
frame_00279.jpg,12.449363,14.435678,4,1,1,36,2
frame_00280.jpg,12.494095,14.480453,4,1,1,36,3
frame_00281.jpg,12.540063,14.525204,4,1,1,36,3
frame_00282.jpg,12.585088,14.571218,4,1,1,36,3
frame_00283.jpg,12.628917,14.616196,4,1,1,36,3
frame_00284.jpg,12.674038,14.660048,4,1,1,36,3
frame_00285.jpg,12.718805,14.705153,4,1,1,36,3
frame_00286.jpg,12.762661,14.749907,4,1,1,36,3
frame_00287.jpg,12.807884,14.793744,4,1,1,36,3
frame_00288.jpg,12.853511,14.839004,4,1,1,36,3
frame_00289.jpg,12.899572,14.884627,4,1,1,36,3
frame_00290.jpg,12.945067,14.930724,4,1,1,36,3
frame_00291.jpg,12.990139,14.976165,4,1,1,36,3
frame_00292.jpg,13.035302,15.021314,5,1,1,36,0
frame_00293.jpg,13.079423,15.066409,5,1,1,36,5
frame_00294.jpg,13.124373,15.110538,5,1,1,36,5
frame_00295.jpg,13.168976,15.155520,5,1,1,36,5
frame_00296.jpg,13.213688,15.200074,5,1,1,36,5
frame_00297.jpg,13.258255,15.244782,5,1,1,36,5
frame_00298.jpg,13.302918,15.289328,5,1,1,36,5
frame_00299.jpg,13.347717,15.334004,5,1,1,36,5
frame_00300.jpg,13.392064,15.378814,5,1,1,36,5
frame_00301.jpg,13.436957,15.423142,5,1,1,36,6
frame_00302.jpg,13.481848,15.468037,5,1,1,36,6
frame_00303.jpg,13.526592,15.512955,5,1,1,36,6
frame_00304.jpg,13.570792,15.557673,5,1,1,36,6
frame_00305.jpg,13.615765,15.601879,5,1,1,36,6
frame_00306.jpg,13.660252,15.646832,5,1,1,36,6
frame_00307.jpg,13.704444,15.691331,5,1,1,36,6
frame_00308.jpg,13.749217,15.735522,5,1,1,36,6
frame_00309.jpg,13.793689,15.780292,5,1,1,36,6
frame_00310.jpg,13.837694,15.824749,5,1,1,36,6
frame_00311.jpg,13.882595,15.868784,5,1,1,36,6
frame_00312.jpg,13.927274,15.913685,5,1,1,36,6
frame_00313.jpg,13.972482,15.958344,5,1,1,36,6
frame_00314.jpg,14.017193,16.003605,5,1,2,35,6
frame_00315.jpg,14.062345,16.048325,5,1,2,35,6
frame_00316.jpg,14.107355,16.093435,5,1,2,35,6
frame_00317.jpg,14.152957,16.138426,5,1,2,35,6
frame_00318.jpg,14.197853,16.184086,5,1,2,35,6
frame_00319.jpg,14.241596,16.228926,5,1,2,35,6
frame_00320.jpg,14.286364,16.272673,5,1,2,35,6
frame_00321.jpg,14.331183,16.317446,5,1,2,35,6
frame_00322.jpg,14.375193,16.362278,5,1,2,35,6
frame_00323.jpg,14.419797,16.406263,5,1,2,35,6
frame_00324.jpg,14.464544,16.450855,5,1,2,35,6
frame_00325.jpg,14.508453,16.495602,5,1,2,35,6
frame_00326.jpg,14.554275,16.539551,5,1,2,35,6
frame_00327.jpg,14.599371,16.585350,5,1,2,35,6
frame_00328.jpg,14.644096,16.630447,5,1,2,35,6
frame_00329.jpg,14.688446,16.675194,5,1,2,35,6
frame_00330.jpg,14.733098,16.719509,5,1,2,35,6
frame_00331.jpg,14.778164,16.764141,5,1,2,35,6
frame_00332.jpg,14.823158,16.809210,5,1,2,35,6
frame_00333.jpg,14.867208,16.854206,5,1,2,35,6
frame_00334.jpg,14.912837,16.898272,5,1,2,35,6
frame_00335.jpg,14.957881,16.943911,5,1,3,34,6
frame_00336.jpg,15.002238,16.988928,5,1,3,34,6
frame_00337.jpg,15.046190,17.033276,5,1,3,34,6
frame_00338.jpg,15.091073,17.077251,5,1,3,34,6
frame_00339.jpg,15.136381,17.122164,5,1,3,34,6
frame_00340.jpg,15.182083,17.167524,5,1,3,34,6
frame_00341.jpg,15.227284,17.213158,5,1,3,34,6
frame_00342.jpg,15.271045,17.258373,5,1,3,34,6
frame_00343.jpg,15.315710,17.302101,5,1,3,34,6
frame_00344.jpg,15.360376,17.346777,5,1,3,34,6
frame_00345.jpg,15.404482,17.391420,5,1,3,34,6
frame_00346.jpg,15.449242,17.435516,5,1,3,34,6
frame_00347.jpg,15.494203,17.480284,5,1,3,34,6
frame_00348.jpg,15.537940,17.525265,5,1,3,34,6
frame_00349.jpg,15.582712,17.568987,5,1,3,34,6
frame_00350.jpg,15.627523,17.613771,5,1,3,34,6
frame_00351.jpg,15.672541,17.658655,5,1,3,34,6
frame_00352.jpg,15.716922,17.703556,5,1,3,34,6
frame_00353.jpg,15.761612,17.747952,5,1,3,34,6
