capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
0,0.0,0,11.6303,13.3986,154.7102,21.2682,1.1635,0.0093,0.005,0.0006,0.1938,0.233,0.0144,0.0114,0.0591,0.0005,0.0096,0.012,0.0026,0.0002,0.0222,0.0074,0.0038,0.0001,0.001,0.0001,0.4152,0.0763,0.0014,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
1,0.0116303,0,3.1961,13.3986,5.1707,21.2682,0.2835,0.0071,0.0131,0.0005,0.1295,0.1537,0.0065,0.0015,0.0198,0.0001,0.0024,0.0024,0.0002,0.0002,0.0132,0.0019,0.001,0.0001,0.0018,0.0001,0.2101,0.0261,0.0016,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
2,0.0148264,0,8.5212,2.4498,1.5222,1.852,0.2632,0.0075,0.0046,0.0004,0.0605,0.0767,0.005,0.0025,0.0266,0.0004,0.0055,0.006,0.0004,0.0006,0.0218,0.0036,0.0011,0.0004,0.0029,0.0001,0.1722,0.0326,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
3,0.0233476,0,8.0055,2.3372,1.8556,2.2447,0.174,0.0047,0.0043,0.0004,0.0339,0.0472,0.0053,0.0018,0.0171,0.0006,0.0023,0.0024,0.0002,0.0003,0.0117,0.0029,0.0005,0.0002,0.0017,0.0001,0.0986,0.0297,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
4,0.0313531,0,8.5038,2.1344,1.6636,1.6623,0.2449,0.0041,0.0039,0.0003,0.0592,0.072,0.0058,0.0021,0.0262,0.0003,0.0039,0.0044,0.0001,0.0003,0.0212,0.0033,0.0009,0.0003,0.0019,0.0001,0.1507,0.0308,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
5,0.0398569,0,8.5411,2.2636,1.9638,1.7097,0.3126,0.0065,0.0122,0.0005,0.0796,0.1033,0.0049,0.0028,0.0222,0.0002,0.0036,0.0031,0.0002,0.0002,0.0204,0.003,0.0006,0.0001,0.0015,0.0001,0.1731,0.0651,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
6,0.048398,0,8.2684,2.0438,1.6062,1.8089,0.1892,0.0024,0.006,0.0004,0.0421,0.0553,0.0052,0.0019,0.0207,0.0001,0.003,0.0027,0.0003,0.0001,0.0127,0.0036,0.0007,0.0001,0.0016,0.0001,0.1158,0.0259,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
7,0.0566664,0,8.2996,2.2504,2.1379,1.7119,0.1912,0.0063,0.0052,0.0005,0.0326,0.0498,0.0036,0.0033,0.0183,0.0001,0.002,0.0027,0.0002,0.0001,0.0163,0.0024,0.0007,0.0001,0.0013,0.0002,0.1053,0.0319,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
8,0.064966,0,8.3395,2.2404,1.6739,1.7167,0.1899,0.0041,0.0057,0.0003,0.0471,0.0632,0.0034,0.0022,0.0202,0.0002,0.0022,0.0026,0.0001,0.0001,0.0129,0.0018,0.0009,0.0001,0.0015,0.0,0.1184,0.0229,0.0014,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
9,0.0733055,0,8.3261,2.411,2.0819,1.5846,0.2172,0.0079,0.0073,0.0006,0.0526,0.073,0.0048,0.0018,0.0217,0.0007,0.0028,0.003,0.0003,0.0006,0.0144,0.0022,0.0006,0.0001,0.0022,0.0002,0.1362,0.0278,0.0013,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
10,0.0816316,0,7.9518,2.3939,1.5399,1.8036,0.1698,0.0044,0.0052,0.0002,0.0408,0.0538,0.0034,0.0016,0.0151,0.0002,0.0025,0.0022,0.0001,0.0001,0.0124,0.0025,0.0006,0.0001,0.0015,0.0002,0.1039,0.0229,0.0013,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
11,0.0895834,0,8.7721,2.0686,1.7754,1.8245,0.194,0.0079,0.0054,0.0005,0.048,0.0664,0.0043,0.0012,0.0192,0.0003,0.0019,0.0014,0.0002,0.0001,0.0108,0.0021,0.0005,0.0001,0.0014,0.0001,0.1151,0.0303,0.0021,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
12,0.0983555,0,7.7578,2.0801,1.5891,1.6017,0.1631,0.0025,0.0066,0.0005,0.0288,0.0417,0.0035,0.0016,0.0164,0.0001,0.0026,0.0023,0.0002,0.0001,0.0133,0.0028,0.0007,0.0001,0.0015,0.0,0.0956,0.0224,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
13,0.1061133,0,8.4105,2.0298,1.3422,1.5907,0.1651,0.0031,0.0073,0.0002,0.0335,0.0473,0.0032,0.0014,0.0194,0.0001,0.0024,0.0022,0.0002,0.0001,0.0121,0.0018,0.0006,0.0001,0.0013,0.0,0.0997,0.0245,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
14,0.1145238,0,8.2564,1.9328,1.3526,1.43,0.1551,0.0025,0.0113,0.0003,0.0239,0.0415,0.003,0.0016,0.0184,0.001,0.0019,0.0029,0.0002,0.0001,0.0139,0.0017,0.0006,0.0002,0.0019,0.0001,0.0949,0.0173,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
15,0.12278019999999999,0,8.3009,1.7491,1.3535,1.2671,0.157,0.0025,0.0079,0.0004,0.0259,0.0401,0.0031,0.0014,0.0159,0.0002,0.002,0.0024,0.0002,0.0001,0.0115,0.0025,0.0005,0.0002,0.0015,0.0001,0.0898,0.0241,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
16,0.1310811,0,8.2898,1.8942,1.2998,1.2744,0.1448,0.0026,0.0072,0.0003,0.0227,0.0355,0.0031,0.0014,0.0148,0.0002,0.0021,0.0025,0.0002,0.0001,0.0128,0.002,0.0006,0.0006,0.0014,0.0,0.085,0.0199,0.0018,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
17,0.13937090000000002,0,8.2687,1.8142,1.2054,1.2583,0.1477,0.0032,0.0057,0.0004,0.0236,0.036,0.0035,0.0017,0.0154,0.0,0.0024,0.0028,0.0002,0.0002,0.0112,0.0025,0.0006,0.0002,0.0013,0.0001,0.0854,0.0212,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
18,0.1476396,0,8.5105,2.0836,1.3312,1.5016,0.1906,0.0034,0.0111,0.0003,0.0308,0.0497,0.0036,0.0018,0.0213,0.0004,0.0028,0.0024,0.0002,0.0002,0.0153,0.0023,0.0008,0.0002,0.0019,0.0001,0.1114,0.0298,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
19,0.15615010000000001,0,8.2206,1.9634,1.2177,1.432,0.159,0.0032,0.0088,0.0004,0.0233,0.0388,0.0032,0.0015,0.0147,0.0002,0.0024,0.0021,0.0002,0.0001,0.0137,0.0019,0.0006,0.0001,0.0015,0.0001,0.0894,0.0248,0.0014,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
20,0.1643707,0,8.5078,1.8088,1.2523,1.2189,0.1546,0.0029,0.0107,0.0006,0.0219,0.0391,0.0034,0.0019,0.0158,0.0002,0.0021,0.0027,0.0002,0.0001,0.0153,0.002,0.0007,0.0001,0.0016,0.0001,0.0918,0.0188,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
21,0.17287850000000002,0,8.3337,1.8352,1.448,1.2936,0.1476,0.0029,0.0063,0.0005,0.0264,0.039,0.0031,0.0013,0.0134,0.0003,0.0017,0.0025,0.0002,0.0002,0.0149,0.0022,0.0004,0.0002,0.0012,0.0001,0.0876,0.0187,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
22,0.18121220000000002,0,8.4149,1.9899,1.4601,1.273,0.1815,0.0051,0.0053,0.0004,0.0437,0.0588,0.0038,0.0023,0.0166,0.0002,0.0025,0.0027,0.0001,0.0002,0.0136,0.002,0.0009,0.0001,0.0015,0.0002,0.1137,0.02,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,0.18962710000000002,0,8.2958,1.8021,1.5089,1.3579,0.1627,0.003,0.0059,0.0005,0.0267,0.0395,0.0034,0.0018,0.0155,0.0003,0.0022,0.0027,0.0002,0.0002,0.0141,0.0021,0.0011,0.0002,0.0014,0.0001,0.0923,0.0206,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
24,0.1979229,0,8.3251,1.8811,1.4836,1.2845,0.1694,0.0033,0.0089,0.0004,0.0284,0.0447,0.0038,0.0018,0.0163,0.0001,0.0023,0.0021,0.0002,0.0002,0.0142,0.0038,0.0006,0.0002,0.0014,0.0,0.0995,0.0231,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
25,0.20624800000000001,0,8.2794,1.8858,1.4166,1.3419,0.1448,0.0027,0.0053,0.0003,0.0258,0.0371,0.0031,0.0013,0.0118,0.0008,0.0018,0.0027,0.0003,0.0001,0.0125,0.0018,0.0005,0.0002,0.0013,0.0,0.0823,0.0183,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
26,0.2145274,0,8.3086,1.8878,1.489,1.1755,0.1559,0.0027,0.0067,0.0002,0.0237,0.0372,0.0025,0.0021,0.0162,0.0003,0.002,0.0029,0.0001,0.0001,0.014,0.0022,0.0011,0.0002,0.0014,0.0,0.0898,0.0204,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
27,0.222836,0,8.5133,1.8665,1.3367,1.3343,0.1641,0.003,0.0054,0.0003,0.0309,0.0435,0.0039,0.0016,0.0163,0.0003,0.0029,0.0024,0.0002,0.0002,0.0132,0.0025,0.0006,0.0001,0.0021,0.0001,0.0971,0.0198,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
28,0.2313493,0,8.2159,1.9032,1.5903,1.3773,0.1536,0.0044,0.005,0.0005,0.0251,0.0405,0.0028,0.0019,0.0146,0.0003,0.0029,0.0027,0.0002,0.0002,0.0134,0.0018,0.0009,0.0002,0.0013,0.0,0.0902,0.0202,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,0.2395652,0,8.1982,1.8662,1.4446,1.3528,0.1563,0.0027,0.0054,0.0003,0.0244,0.036,0.0027,0.0016,0.015,0.0004,0.0022,0.0025,0.0002,0.0001,0.0141,0.0019,0.0007,0.0001,0.0014,0.0001,0.0873,0.022,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
30,0.2477634,0,8.5762,1.8332,1.4134,1.276,0.145,0.0028,0.0031,0.0004,0.0277,0.0369,0.0028,0.0022,0.0131,0.0001,0.0026,0.0023,0.0003,0.0001,0.011,0.0016,0.0006,0.0001,0.0012,0.0001,0.0814,0.0191,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
31,0.2563396,0,8.2232,1.7968,1.4408,1.2893,0.168,0.0045,0.0051,0.0004,0.0292,0.0434,0.0035,0.0016,0.0131,0.0003,0.0027,0.0023,0.0003,0.0002,0.0131,0.002,0.0006,0.0002,0.0021,0.0001,0.0939,0.024,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
32,0.2645628,0,8.2388,1.751,1.3624,1.1457,0.1538,0.003,0.0083,0.0004,0.0277,0.0433,0.0038,0.0016,0.0151,0.0002,0.0019,0.0028,0.0002,0.0001,0.0131,0.0018,0.0007,0.0001,0.0017,0.0001,0.0931,0.0195,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,0.2728016,0,8.6206,1.8385,1.5977,1.4053,0.159,0.0025,0.0056,0.0003,0.0269,0.0398,0.0038,0.0016,0.0141,0.0003,0.0019,0.0029,0.0001,0.0001,0.0148,0.0021,0.0011,0.0001,0.0015,0.0001,0.092,0.0196,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,0.28142219999999996,0,8.2264,1.8099,1.5707,1.2706,0.1525,0.003,0.005,0.0004,0.0269,0.0382,0.0027,0.002,0.0175,0.0003,0.0027,0.0024,0.0002,0.0002,0.0134,0.0016,0.0011,0.0001,0.0012,0.0001,0.0899,0.0201,0.0015,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
35,0.2896486,0,8.3676,1.9278,1.5596,1.2843,0.1534,0.0027,0.0055,0.0004,0.026,0.0388,0.0034,0.0015,0.0143,0.0002,0.0021,0.0026,0.0002,0.0001,0.0125,0.0022,0.0006,0.0005,0.0015,0.0001,0.0878,0.0203,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
36,0.29801619999999995,0,8.0698,1.7128,1.3432,1.1783,0.131,0.0026,0.0052,0.0004,0.0192,0.0303,0.0031,0.0013,0.0115,0.0003,0.0027,0.0019,0.0001,0.0002,0.0121,0.0019,0.0006,0.0001,0.0014,0.0001,0.0742,0.0178,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,0.30608599999999997,0,8.3756,1.654,1.2974,1.1145,0.132,0.0021,0.0031,0.0004,0.0213,0.0305,0.0033,0.0019,0.0147,0.0003,0.0022,0.002,0.0002,0.0001,0.011,0.0018,0.0006,0.0001,0.0015,0.0,0.0759,0.0173,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
38,0.31446159999999995,0,8.4069,1.7415,1.42,1.2377,0.1572,0.0025,0.0047,0.0009,0.0269,0.0388,0.0034,0.0014,0.0173,0.0003,0.0021,0.0025,0.0002,0.0001,0.0147,0.0021,0.0004,0.0001,0.0015,0.0002,0.0932,0.0194,0.0014,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
39,0.32286849999999995,0,8.2106,1.7615,1.38,1.2117,0.1425,0.0027,0.0068,0.0002,0.0202,0.0332,0.003,0.0013,0.0145,0.0002,0.0019,0.002,0.0003,0.0001,0.0124,0.002,0.0006,0.0001,0.0011,0.0,0.0807,0.0196,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,0.33107909999999996,0,8.2732,1.6996,1.2859,1.1999,0.1389,0.002,0.0064,0.0003,0.0237,0.0361,0.0036,0.0014,0.0149,0.0001,0.0018,0.0022,0.0001,0.0001,0.0112,0.0019,0.0006,0.0001,0.0011,0.0001,0.0811,0.0199,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
41,0.33935229999999994,0,8.2991,1.6329,1.1623,1.1782,0.1314,0.0022,0.005,0.0003,0.0195,0.0296,0.0031,0.0014,0.0144,0.0002,0.0023,0.002,0.0001,0.0001,0.0116,0.0024,0.0006,0.0001,0.0017,0.0,0.0756,0.0182,0.0013,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
42,0.34765139999999994,0,8.3078,1.5885,1.1675,1.1483,0.1241,0.0022,0.0071,0.0004,0.0208,0.0329,0.0029,0.0014,0.0109,0.0007,0.0018,0.002,0.0006,0.0002,0.0093,0.0021,0.0005,0.0001,0.0013,0.0,0.0725,0.0166,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
43,0.3559591999999999,0,8.3467,1.6296,1.3037,1.0633,0.2047,0.045,0.0082,0.0006,0.0378,0.0959,0.0037,0.0014,0.0152,0.0003,0.0023,0.0016,0.0001,0.0001,0.01,0.0017,0.0004,0.0001,0.0011,0.0,0.1409,0.0152,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
44,0.3643058999999999,0,8.1882,1.5332,1.0552,1.1722,0.1253,0.002,0.007,0.0003,0.0183,0.0305,0.0031,0.0018,0.0139,0.0002,0.0016,0.002,0.0001,0.0001,0.0099,0.0018,0.001,0.0001,0.0011,0.0,0.0735,0.0168,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
45,0.3724940999999999,0,8.5514,1.5831,1.1981,1.0873,0.2336,0.0021,0.0051,0.0003,0.0212,0.0315,0.0544,0.0017,0.0662,0.0003,0.0025,0.0023,0.0002,0.0002,0.0487,0.0021,0.0006,0.0,0.0014,0.0,0.1687,0.0234,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
46,0.38104549999999987,0,8.1236,1.626,1.0781,1.051,0.1183,0.0019,0.0027,0.0003,0.0181,0.0253,0.0028,0.0014,0.0115,0.0003,0.0017,0.0021,0.0001,0.0002,0.0089,0.0019,0.0005,0.0001,0.0012,0.0,0.0649,0.0181,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
47,0.3891690999999999,0,8.3154,1.7297,1.0368,1.0855,0.1213,0.0019,0.0044,0.0003,0.0197,0.029,0.0032,0.0012,0.0117,0.0002,0.0015,0.0022,0.0002,0.0001,0.0097,0.0019,0.001,0.0001,0.0011,0.0,0.0691,0.0178,0.0006,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
48,0.3974844999999999,0,8.4244,1.6193,1.0311,1.0737,0.1206,0.0032,0.0074,0.0002,0.0193,0.0326,0.0036,0.0012,0.0108,0.0003,0.0015,0.0021,0.0001,0.0001,0.0093,0.0018,0.0005,0.0001,0.0011,0.0,0.0704,0.0178,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
