capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
561,4.705832300000002,0,8.4541,1.9383,3.0615,2.0319,0.3838,0.0039,0.0201,0.0002,0.0822,0.1092,0.0038,0.0011,0.0154,0.0002,0.0024,0.002,0.0001,0.0002,0.0103,0.0018,0.0006,0.0,0.011,0.0001,0.1795,0.0585,0.0342,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
562,4.7142864000000015,0,8.4329,1.849,2.7893,1.9407,0.414,0.0048,0.017,0.0001,0.1009,0.1258,0.0039,0.0014,0.017,0.0001,0.0021,0.003,0.0002,0.0001,0.0107,0.0026,0.0007,0.0002,0.0113,0.0001,0.2026,0.074,0.0309,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
563,4.722719300000001,0,8.5701,2.0114,3.4891,1.9828,0.4153,0.0055,0.0208,0.0002,0.0912,0.1208,0.0041,0.0013,0.0182,0.0002,0.0021,0.0027,0.0002,0.0002,0.0108,0.0022,0.0007,0.0001,0.0124,0.0001,0.2058,0.0647,0.0469,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
564,4.731289400000001,0,8.3344,1.9217,3.3989,2.0523,0.3859,0.0056,0.0199,0.0002,0.088,0.1169,0.0034,0.0015,0.016,0.0002,0.0026,0.0023,0.0001,0.0001,0.0104,0.0021,0.0005,0.0,0.0108,0.0,0.1894,0.0635,0.0355,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
565,4.739623800000001,0,7.8434,1.9721,2.8595,1.9145,0.3941,0.002,0.0208,0.0002,0.0942,0.1199,0.0037,0.0014,0.0171,0.0003,0.0024,0.002,0.0001,0.0007,0.0094,0.0024,0.0005,0.0,0.0112,0.0001,0.198,0.0587,0.0301,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
566,4.747467200000001,0,8.9259,1.919,3.1571,1.9648,0.3918,0.005,0.0172,0.0002,0.0816,0.1071,0.0034,0.0014,0.0166,0.0002,0.0025,0.0019,0.0002,0.0001,0.0095,0.0019,0.0005,0.0001,0.0108,0.0001,0.1817,0.0685,0.0336,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
567,4.756393100000001,0,7.8285,1.9052,2.9646,1.9527,0.4159,0.0038,0.0167,0.0003,0.1047,0.1284,0.0036,0.002,0.0162,0.0002,0.0024,0.0022,0.0003,0.0006,0.0114,0.0019,0.0006,0.0002,0.0116,0.0002,0.2062,0.0738,0.0286,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
568,4.764221600000001,0,8.5352,1.925,3.101,1.9806,0.522,0.0052,0.0194,0.0004,0.0897,0.1181,0.0047,0.002,0.0213,0.0003,0.0035,0.0025,0.0002,0.0008,0.0146,0.0024,0.0007,0.0002,0.0145,0.0002,0.2258,0.0983,0.0299,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
569,4.772756800000001,0,8.1384,1.9351,2.8676,1.9908,0.4089,0.0046,0.0178,0.0003,0.0936,0.119,0.0035,0.0012,0.0148,0.0003,0.0024,0.002,0.0001,0.0002,0.0125,0.002,0.0007,0.0001,0.0116,0.0,0.1988,0.076,0.0273,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
570,4.780895200000001,0,8.7114,1.8817,3.4026,2.0347,0.4319,0.0057,0.021,0.0002,0.0833,0.1134,0.004,0.0014,0.0181,0.0003,0.0027,0.0023,0.0002,0.0003,0.0112,0.0023,0.0005,0.0002,0.0111,0.0,0.1902,0.1007,0.0286,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
571,4.789606600000001,0,7.9483,1.8583,2.895,1.9058,0.3525,0.0036,0.017,0.0004,0.061,0.0855,0.003,0.0017,0.0138,0.0004,0.0019,0.002,0.0001,0.0003,0.0111,0.0018,0.0006,0.0001,0.0109,0.0001,0.1575,0.0548,0.0334,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
572,4.797554900000001,0,8.2921,1.8714,2.8352,2.0542,0.3785,0.0044,0.0171,0.0003,0.0829,0.1075,0.0039,0.0014,0.0166,0.0002,0.0022,0.0027,0.0,0.0001,0.0113,0.0022,0.0006,0.0005,0.0129,0.0,0.1869,0.0648,0.0308,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
573,4.805847000000001,0,8.6437,1.9251,3.1408,1.9406,0.3632,0.0056,0.0189,0.0003,0.0582,0.0861,0.0039,0.0013,0.0141,0.0001,0.0018,0.002,0.0006,0.0001,0.0092,0.0024,0.0005,0.0001,0.0117,0.0,0.1568,0.0705,0.035,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
574,4.814490700000001,0,8.2405,1.9119,2.8125,1.8927,0.3836,0.0038,0.0202,0.0005,0.0834,0.111,0.0043,0.0012,0.0149,0.0002,0.0023,0.0028,0.0,0.0001,0.0098,0.0021,0.0005,0.0002,0.011,0.0001,0.1893,0.0559,0.0329,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
575,4.8227312000000016,0,8.6623,2.0132,3.4486,1.9824,0.4194,0.0047,0.0153,0.0003,0.104,0.1276,0.004,0.0016,0.0177,0.0003,0.0025,0.0022,0.0003,0.0002,0.0102,0.0024,0.0005,0.0001,0.0116,0.0001,0.2061,0.0731,0.0355,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
576,4.831393500000002,0,7.9187,2.0121,2.8905,1.9937,0.431,0.0053,0.0218,0.0003,0.0871,0.1173,0.004,0.0013,0.0171,0.0003,0.0026,0.0023,0.0001,0.0002,0.0107,0.0023,0.0005,0.0002,0.013,0.0002,0.1974,0.0812,0.0291,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
577,4.839312200000002,0,8.0806,1.9575,3.0025,1.9331,0.3974,0.0051,0.0168,0.0003,0.0871,0.1125,0.0036,0.0012,0.0158,0.0001,0.0021,0.0027,0.0001,0.0001,0.01,0.0022,0.0006,0.0001,0.012,0.0002,0.1942,0.0629,0.0312,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
578,4.847392800000002,0,8.6455,1.9256,2.8403,1.942,0.4081,0.0051,0.014,0.0003,0.0992,0.1212,0.0041,0.0015,0.0171,0.0001,0.0017,0.0021,0.0002,0.0002,0.0096,0.002,0.001,0.0001,0.0112,0.0,0.1982,0.0743,0.0353,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
579,4.8560383000000025,0,8.1339,2.0792,2.8973,1.9496,0.4152,0.0036,0.018,0.0003,0.0895,0.1153,0.0038,0.0018,0.0164,0.0003,0.0027,0.0022,0.0001,0.0007,0.0106,0.0019,0.0005,0.0001,0.0116,0.0001,0.1949,0.0787,0.0265,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
580,4.864172200000002,0,8.4881,2.0452,2.8752,2.0119,0.4106,0.004,0.018,0.0005,0.0921,0.1178,0.0043,0.0013,0.0156,0.0002,0.0018,0.0023,0.0001,0.0002,0.0114,0.002,0.0006,0.0001,0.0113,0.0002,0.1972,0.0728,0.029,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
581,4.872660300000002,0,8.4055,2.1277,3.1566,2.0467,0.4304,0.0038,0.0194,0.0004,0.0829,0.1102,0.0041,0.0018,0.0193,0.0002,0.0024,0.0034,0.0002,0.0001,0.0124,0.0025,0.0006,0.0001,0.0124,0.0001,0.1954,0.0665,0.0259,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
582,4.881065800000003,0,8.5233,2.0258,3.3431,1.9757,0.4471,0.005,0.0219,0.0004,0.1138,0.1437,0.0042,0.0015,0.0192,0.0002,0.0027,0.0023,0.0002,0.0001,0.0126,0.0023,0.0006,0.0001,0.013,0.0001,0.23,0.0786,0.0295,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
583,4.889589100000003,0,7.9038,2.0128,2.8861,1.9392,0.4473,0.0051,0.0205,0.0005,0.1016,0.131,0.0034,0.0013,0.0154,0.0003,0.0024,0.0026,0.0001,0.0001,0.01,0.0017,0.0006,0.0001,0.0117,0.0,0.2132,0.0685,0.0288,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
584,4.897492900000003,0,8.7175,1.8904,3.0384,1.9901,0.5139,0.0058,0.0293,0.0007,0.0848,0.1245,0.0045,0.0015,0.0197,0.0003,0.0028,0.0023,0.0002,0.0002,0.0133,0.0024,0.0006,0.0001,0.0171,0.0002,0.2343,0.1032,0.0249,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
585,4.9062104000000035,0,8.1568,1.976,3.0208,1.9565,0.4207,0.0039,0.019,0.0003,0.1006,0.1268,0.0037,0.0019,0.0158,0.0004,0.0027,0.0021,0.0001,0.0002,0.0125,0.0024,0.0006,0.0001,0.0115,0.0001,0.2093,0.0605,0.0285,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
586,4.914367200000004,0,8.3765,1.8424,3.0683,1.9733,0.4614,0.0056,0.0207,0.0005,0.0845,0.1149,0.0054,0.0017,0.0242,0.0003,0.0031,0.0025,0.0001,0.0002,0.0137,0.0023,0.0006,0.0002,0.015,0.0001,0.2189,0.097,0.0338,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
587,4.922743700000003,0,8.4652,1.9031,3.2896,2.0648,0.3564,0.0037,0.0124,0.0003,0.0746,0.0945,0.0035,0.0012,0.0152,0.0002,0.0024,0.0021,0.0002,0.0001,0.0119,0.0018,0.0005,0.0005,0.0111,0.0,0.1664,0.055,0.0289,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
588,4.931208900000003,0,7.9864,2.1472,2.8767,2.0248,0.4428,0.0047,0.0199,0.0003,0.0954,0.123,0.0051,0.0015,0.0203,0.0002,0.002,0.0026,0.0001,0.0005,0.0126,0.0026,0.0005,0.0001,0.015,0.0002,0.2199,0.0886,0.0341,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
589,4.939195300000003,0,8.6937,1.9146,3.2672,2.0156,0.371,0.005,0.0193,0.0002,0.0816,0.1086,0.0035,0.0011,0.0153,0.0003,0.0022,0.0022,0.0002,0.0002,0.0122,0.0021,0.0005,0.0001,0.0116,0.0001,0.1843,0.0585,0.0276,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
590,4.9478890000000035,0,7.9662,1.8799,2.7094,1.9113,0.3591,0.003,0.0183,0.0002,0.0758,0.0995,0.0038,0.0011,0.0149,0.0001,0.002,0.0017,0.0,0.0001,0.0095,0.0019,0.0005,0.0,0.0109,0.0001,0.1673,0.0644,0.0344,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
591,4.955855200000004,0,8.3834,1.9953,2.9371,1.962,0.3984,0.0051,0.018,0.0002,0.0839,0.1107,0.004,0.0013,0.0172,0.0002,0.0022,0.0023,0.0003,0.0002,0.0107,0.002,0.0006,0.0002,0.0112,0.0001,0.1859,0.0699,0.0311,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
592,4.964238600000003,0,8.2619,1.991,2.9563,2.1069,0.3719,0.0052,0.021,0.0003,0.0757,0.1052,0.0038,0.0013,0.0137,0.0002,0.002,0.0026,0.0001,0.0002,0.0109,0.0018,0.0011,0.0001,0.0109,0.0,0.1747,0.0585,0.0283,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
593,4.972500500000003,0,8.3345,2.061,2.8127,1.9568,0.384,0.0052,0.0203,0.0003,0.0922,0.1216,0.003,0.001,0.014,0.0002,0.0019,0.0023,0.0001,0.0002,0.0083,0.0017,0.0005,0.0001,0.011,0.0001,0.1901,0.0687,0.0352,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
594,4.9808350000000035,0,8.5126,2.0661,2.9698,2.0001,0.3901,0.0047,0.0187,0.0004,0.0811,0.1079,0.0043,0.0013,0.0169,0.0002,0.0021,0.0022,0.0001,0.0007,0.0101,0.0024,0.0007,0.0,0.0114,0.0001,0.1888,0.0616,0.0368,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
595,4.989347600000004,0,8.3291,1.8332,2.8535,1.9247,0.4731,0.0059,0.0218,0.0003,0.1014,0.1333,0.0054,0.0016,0.024,0.0002,0.0029,0.0031,0.0001,0.0001,0.0132,0.0023,0.0012,0.0001,0.0146,0.0002,0.2391,0.0965,0.0297,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
596,4.997676700000004,0,8.2562,2.0439,2.9123,1.9759,0.4064,0.0045,0.0161,0.0002,0.0998,0.1234,0.0043,0.0014,0.0158,0.0002,0.0019,0.0024,0.0002,0.0002,0.0119,0.002,0.0005,0.0007,0.0111,0.0001,0.2009,0.0733,0.0291,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
597,5.005932900000004,0,8.5639,1.9794,3.3302,1.9722,0.4174,0.0052,0.0167,0.0001,0.1009,0.127,0.0042,0.0013,0.0172,0.0002,0.0026,0.0026,0.0001,0.0001,0.011,0.0021,0.0006,0.0002,0.0117,0.0001,0.2047,0.0737,0.0299,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
598,5.014496800000004,0,7.9623,1.8857,2.8151,2.0119,0.3827,0.0033,0.0156,0.0002,0.0854,0.1075,0.0035,0.0016,0.0168,0.0001,0.0028,0.0022,0.0,0.0001,0.0108,0.002,0.001,0.0002,0.0111,0.0001,0.1866,0.0602,0.0345,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
599,5.022459100000004,0,8.3993,1.9153,2.9109,1.9556,0.3796,0.0047,0.0183,0.0002,0.0721,0.0992,0.004,0.0011,0.0161,0.0002,0.002,0.0022,0.0002,0.0003,0.01,0.0019,0.001,0.0,0.0114,0.0002,0.1795,0.0644,0.0349,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
600,5.030858400000004,0,8.3526,1.9072,2.7672,1.9521,0.4185,0.0065,0.025,0.0009,0.0903,0.1264,0.0037,0.0014,0.0161,0.0001,0.0022,0.0022,0.0001,0.0001,0.0103,0.002,0.0006,0.0001,0.0113,0.0001,0.2063,0.0574,0.0354,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
601,5.039211000000004,0,8.4349,1.8526,2.962,1.9791,0.4029,0.0042,0.0185,0.0004,0.0975,0.1235,0.0033,0.0016,0.0161,0.0003,0.0023,0.0023,0.0001,0.0007,0.0114,0.002,0.0005,0.0001,0.0112,0.0,0.2008,0.0578,0.0337,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
602,5.0476459000000045,0,8.2712,1.9443,2.7175,2.0461,0.3712,0.0044,0.0163,0.0001,0.0861,0.1096,0.0032,0.0013,0.0149,0.0003,0.0017,0.0023,0.0,0.0001,0.0093,0.0017,0.0004,0.0001,0.0112,0.0001,0.1802,0.0671,0.0391,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
603,5.055917100000005,0,8.5441,1.9351,3.0776,2.0093,0.4309,0.005,0.0158,0.0003,0.1081,0.1323,0.0039,0.0015,0.0185,0.0002,0.0023,0.0024,0.0001,0.0002,0.0109,0.002,0.0005,0.0002,0.0126,0.0002,0.2149,0.0728,0.0293,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
604,5.064461200000005,0,8.0412,2.0072,3.0802,1.9687,0.3788,0.0047,0.0183,0.0004,0.0845,0.1106,0.0041,0.0012,0.0151,0.0003,0.002,0.0019,0.0002,0.0003,0.0116,0.0019,0.0006,0.0004,0.0114,0.0001,0.1819,0.0593,0.0302,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
605,5.072502400000005,0,8.6423,1.8787,2.9577,1.9113,0.4808,0.0063,0.0265,0.0003,0.0941,0.1312,0.0045,0.0014,0.0198,0.0001,0.0021,0.002,0.0002,0.0001,0.0115,0.0025,0.0003,0.0001,0.0154,0.0001,0.2284,0.0963,0.0441,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
606,5.081144700000005,0,8.0395,1.8895,2.9483,1.9092,0.4033,0.0035,0.0171,0.0002,0.0921,0.1162,0.004,0.0021,0.0171,0.0002,0.0031,0.0023,0.0001,0.0002,0.0121,0.0022,0.0007,0.0002,0.0117,0.0001,0.1958,0.0715,0.0294,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
607,5.0891842000000045,0,8.8191,1.9706,3.2597,1.9501,0.4323,0.0061,0.0227,0.0003,0.0894,0.1222,0.0046,0.0015,0.0189,0.0002,0.0029,0.0024,0.0001,0.0002,0.0134,0.0021,0.0007,0.0001,0.0127,0.0,0.2075,0.0767,0.0271,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
608,5.098003300000005,0,8.0556,1.9359,2.953,1.9399,0.3833,0.0047,0.0187,0.0002,0.0809,0.1075,0.0038,0.0014,0.014,0.0002,0.0019,0.002,0.0001,0.0002,0.0105,0.0021,0.0005,0.0,0.0112,0.0001,0.1778,0.0763,0.0342,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
609,5.106058900000004,0,8.0682,1.9591,2.9565,1.9857,0.4045,0.0042,0.017,0.0003,0.0879,0.1127,0.0039,0.0013,0.015,0.0002,0.0027,0.0024,0.0001,0.0002,0.0111,0.0022,0.0006,0.0,0.0117,0.0,0.1893,0.0748,0.0297,0.0,263.0,0.0,200.0,63.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
