capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
10,0.0809107,0,8.6078,1.9972,1.5567,1.4511,0.1495,0.0048,0.004,0.0007,0.0307,0.0429,0.0037,0.0014,0.0152,0.0004,0.002,0.0021,0.0001,0.0001,0.0127,0.0018,0.0004,0.0001,0.0018,0.0001,0.0901,0.0194,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
11,0.0895185,0,8.0239,1.8363,1.6866,1.372,0.1843,0.0082,0.0061,0.0003,0.0482,0.0659,0.0042,0.001,0.0215,0.0002,0.0017,0.0016,0.0002,0.0003,0.0094,0.002,0.0005,0.0,0.0018,0.0,0.1162,0.0273,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
12,0.0975424,0,8.4778,2.0221,1.4725,1.6644,0.1486,0.0045,0.0061,0.0004,0.0228,0.0372,0.003,0.0021,0.0148,0.0006,0.0021,0.0026,0.0002,0.0002,0.0109,0.0025,0.0011,0.0001,0.0015,0.0,0.0852,0.019,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
13,0.10602020000000001,0,8.0057,1.8023,1.4854,1.5312,0.1413,0.0036,0.0061,0.0002,0.0242,0.037,0.0034,0.0016,0.0152,0.0003,0.002,0.0018,0.0002,0.0001,0.0098,0.0019,0.0005,0.0001,0.0012,0.0,0.081,0.0208,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
14,0.11402590000000001,0,8.1906,1.6508,1.152,1.1858,0.126,0.0016,0.0049,0.0003,0.0242,0.0341,0.0034,0.0012,0.0121,0.0006,0.0016,0.0017,0.0,0.0001,0.0081,0.0021,0.0005,0.0001,0.0012,0.0,0.0727,0.0173,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
15,0.1222165,0,8.3206,1.5286,1.1367,1.1338,0.1291,0.0019,0.0094,0.0003,0.0215,0.0352,0.0033,0.002,0.0137,0.0004,0.0014,0.0017,0.0002,0.0002,0.0086,0.0019,0.0005,0.0001,0.0012,0.0001,0.0752,0.0183,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
16,0.13053710000000002,0,8.4252,1.5895,1.1746,1.1207,0.1338,0.0021,0.0066,0.0006,0.0233,0.0355,0.0034,0.0012,0.0121,0.0004,0.0014,0.0018,0.0001,0.0004,0.0104,0.0022,0.0005,0.0,0.0012,0.0,0.0762,0.0191,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
17,0.1389623,0,8.2546,1.7666,1.2022,1.6946,0.1438,0.0028,0.009,0.0003,0.0244,0.039,0.0033,0.0014,0.0159,0.0004,0.0018,0.0025,0.0002,0.0002,0.009,0.002,0.0005,0.0001,0.0011,0.0002,0.0832,0.022,0.0006,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
18,0.1472169,0,8.3925,1.7759,1.1726,1.1671,0.1548,0.0033,0.0103,0.0003,0.0267,0.043,0.0043,0.0014,0.0159,0.0003,0.0015,0.002,0.0001,0.0001,0.0104,0.002,0.0006,0.0001,0.0011,0.0001,0.0897,0.0216,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
19,0.1556094,0,8.4172,1.7311,1.2096,1.1839,0.1464,0.0026,0.0073,0.0002,0.0338,0.0466,0.0028,0.0014,0.0133,0.0003,0.0016,0.0017,0.0002,0.0001,0.0089,0.0016,0.0005,0.0001,0.0013,0.0,0.0875,0.0192,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
20,0.16402660000000002,0,8.3936,1.6123,1.2958,1.1548,0.1367,0.0023,0.0042,0.0004,0.0203,0.0303,0.003,0.0015,0.0138,0.0004,0.0018,0.0026,0.0001,0.0001,0.0116,0.0017,0.0006,0.0001,0.002,0.0001,0.0763,0.0181,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
21,0.17242020000000002,0,8.3272,1.8212,1.3977,1.1966,0.1425,0.0025,0.0091,0.0004,0.0241,0.0388,0.0035,0.0012,0.0116,0.0003,0.0023,0.0019,0.0002,0.0001,0.0094,0.0023,0.0005,0.0001,0.0017,0.0001,0.0798,0.0208,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
22,0.18074740000000003,0,8.3834,1.6521,1.3301,1.1871,0.1596,0.0022,0.007,0.0003,0.0303,0.0433,0.0036,0.002,0.014,0.0003,0.0026,0.002,0.0002,0.0001,0.0132,0.002,0.0006,0.0006,0.0012,0.0002,0.094,0.0207,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
23,0.18913080000000004,0,8.1487,1.7007,1.3071,1.1811,0.1396,0.0019,0.0049,0.0002,0.0207,0.0303,0.0041,0.0014,0.0152,0.0003,0.0019,0.0022,0.0005,0.0001,0.0099,0.0019,0.0006,0.0002,0.0014,0.0001,0.0756,0.0178,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
24,0.19727950000000005,0,8.4875,1.62,1.2065,1.2722,0.1247,0.0015,0.0071,0.0007,0.0215,0.0333,0.0035,0.0013,0.0116,0.0002,0.0021,0.0017,0.0002,0.0001,0.0094,0.0018,0.001,0.0,0.0011,0.0002,0.0717,0.016,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
25,0.20576700000000006,0,8.0593,1.5788,1.2877,1.2405,0.1308,0.0022,0.0069,0.0003,0.0205,0.0326,0.0033,0.0015,0.0131,0.0003,0.0016,0.002,0.0002,0.0002,0.0091,0.0019,0.0004,0.0007,0.0011,0.0001,0.073,0.0208,0.0008,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
26,0.21382630000000005,0,8.4368,1.6481,1.1,1.2454,0.1291,0.0017,0.0049,0.0004,0.021,0.0304,0.0031,0.0015,0.0144,0.0003,0.0017,0.0026,0.0003,0.0003,0.009,0.002,0.0005,0.0,0.0011,0.0,0.073,0.0177,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
27,0.22226310000000005,0,8.5185,1.6309,1.2913,1.207,0.1308,0.0025,0.0047,0.0003,0.0196,0.0299,0.0034,0.0014,0.014,0.0002,0.0015,0.002,0.0001,0.0002,0.0092,0.0021,0.0006,0.0001,0.0012,0.0001,0.0731,0.0192,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
28,0.23078160000000006,0,8.1539,1.6267,1.2563,1.2084,0.1227,0.0015,0.0028,0.0003,0.0234,0.0304,0.0031,0.0011,0.0109,0.0002,0.0013,0.002,0.0001,0.0001,0.0099,0.0016,0.0005,0.0,0.0015,0.0001,0.0684,0.0171,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
29,0.23893550000000005,0,8.4182,1.7412,1.2719,1.1961,0.1139,0.0019,0.0031,0.0001,0.0213,0.0288,0.0031,0.0011,0.0104,0.0002,0.0016,0.0018,0.0001,0.0001,0.0086,0.0014,0.0005,0.0,0.0011,0.0,0.0634,0.0169,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
30,0.24735370000000007,0,8.2975,1.6132,1.1714,1.1681,0.1335,0.0023,0.0034,0.0003,0.0245,0.0342,0.0032,0.0019,0.0123,0.0004,0.0016,0.002,0.0002,0.0001,0.008,0.003,0.0005,0.0,0.0011,0.0,0.0749,0.0224,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
31,0.2556512000000001,0,8.5946,1.5508,1.2274,1.1396,0.1425,0.0024,0.0033,0.0004,0.0253,0.0342,0.0036,0.0014,0.0155,0.0001,0.0017,0.0024,0.0001,0.0001,0.0105,0.002,0.0008,0.0001,0.0014,0.0001,0.0798,0.0203,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
32,0.2642458000000001,0,8.1173,1.6129,1.502,1.5979,0.1296,0.0026,0.0046,0.0003,0.0225,0.0328,0.0029,0.0013,0.0144,0.0002,0.0022,0.002,0.0002,0.0006,0.011,0.0017,0.0005,0.0001,0.0016,0.0001,0.0767,0.0157,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
33,0.2723631000000001,0,8.3737,1.7795,1.3602,1.2429,0.1472,0.0026,0.0067,0.0005,0.0253,0.0389,0.0033,0.0015,0.0122,0.0002,0.0025,0.0023,0.0002,0.0001,0.0118,0.0022,0.0011,0.0001,0.0013,0.0001,0.0841,0.0223,0.0016,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
34,0.28073680000000006,0,8.2755,1.6896,1.2021,1.2731,0.1376,0.0019,0.0046,0.0002,0.0242,0.0342,0.0033,0.0015,0.0144,0.0003,0.0015,0.002,0.0,0.0002,0.0101,0.002,0.0006,0.0001,0.0012,0.0,0.0761,0.0195,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
35,0.28901230000000006,0,8.4212,1.6136,1.4189,1.2388,0.1331,0.0038,0.0042,0.0004,0.0262,0.0372,0.003,0.0011,0.0129,0.0003,0.0018,0.0024,0.0002,0.0002,0.0111,0.002,0.0005,0.0001,0.001,0.0,0.0791,0.0179,0.0012,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
36,0.2974335000000001,0,8.2264,1.6322,1.164,1.2983,0.1208,0.0018,0.005,0.0003,0.0247,0.0345,0.0031,0.0014,0.0131,0.0003,0.0018,0.0016,0.0001,0.0002,0.0089,0.0016,0.0005,0.0005,0.0012,0.0002,0.0734,0.0146,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
37,0.3056599000000001,0,8.2329,1.4887,1.2868,1.064,0.1256,0.0023,0.0068,0.0003,0.0192,0.0311,0.0039,0.0013,0.0123,0.0005,0.0021,0.0017,0.0001,0.0001,0.0089,0.0018,0.0007,0.0001,0.0013,0.0002,0.071,0.0167,0.0011,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
38,0.3138928000000001,0,8.3628,1.6086,1.1295,1.2505,0.119,0.0023,0.0045,0.0003,0.0184,0.0279,0.003,0.0013,0.0112,0.0003,0.0018,0.0021,0.0001,0.0001,0.0083,0.0019,0.0005,0.0001,0.0012,0.0001,0.0655,0.0163,0.001,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
39,0.3222556000000001,0,8.3137,1.5911,1.1808,1.2078,0.1148,0.002,0.0049,0.0002,0.0201,0.0297,0.0028,0.0013,0.0104,0.0003,0.0016,0.0024,0.0,0.0001,0.0077,0.0022,0.0004,0.0001,0.001,0.0002,0.0646,0.0173,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
40,0.33056930000000007,0,8.2235,1.527,1.0659,1.1625,0.1171,0.002,0.0062,0.0003,0.0207,0.0318,0.0031,0.0015,0.0106,0.0003,0.0013,0.0017,0.0001,0.0001,0.0082,0.0018,0.0009,0.0003,0.0013,0.0001,0.0684,0.0156,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
41,0.33879280000000006,0,8.3983,1.5499,1.0031,1.0883,0.1163,0.0018,0.005,0.0003,0.0215,0.0311,0.0036,0.0014,0.0108,0.0003,0.002,0.0018,0.0001,0.0001,0.0082,0.0019,0.0004,0.0002,0.0012,0.0,0.0672,0.0164,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
42,0.3471911000000001,0,8.3853,1.4462,1.2352,1.0788,0.1371,0.0021,0.0053,0.0004,0.0271,0.0376,0.0048,0.0019,0.0175,0.0003,0.0017,0.0027,0.0002,0.0002,0.0102,0.0019,0.0006,0.0001,0.0011,0.0,0.0855,0.0164,0.0009,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
43,0.35557640000000007,0,8.2031,1.8398,0.9964,1.3785,0.1112,0.0018,0.0044,0.0003,0.0166,0.0251,0.0027,0.0013,0.0097,0.0002,0.0012,0.0021,0.0002,0.0001,0.0074,0.0017,0.0004,0.0,0.0011,0.0001,0.0578,0.017,0.0007,0.0,65.0,0.0,2.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
