capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native
411,3.422201399999999,0,8.3234,1.4835,0.9725,1.152,0.1002,0.0021,0.0044,0.0002,0.012,0.0215,0.0028,0.0019,0.0141,0.0002,0.0022,0.0017,0.0,0.0001,0.0094,0.0018,0.0006,0.0002,0.0004,0.0001,0.06,0.0108,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
412,3.4305247999999993,0,8.3971,1.4292,1.0133,1.0346,0.1073,0.0024,0.0024,0.0004,0.0129,0.0252,0.0027,0.0015,0.0118,0.0004,0.0017,0.0024,0.0001,0.0001,0.0106,0.0023,0.0006,0.0001,0.0005,0.0,0.0652,0.0129,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
413,3.438921899999999,0,8.27,1.6048,0.9913,1.1174,0.0888,0.0017,0.0016,0.0003,0.0126,0.0188,0.003,0.0013,0.0111,0.0003,0.0013,0.0019,0.0,0.0001,0.0089,0.0019,0.0005,0.0001,0.0005,0.0001,0.0529,0.0103,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
414,3.447191899999999,0,8.3616,1.5347,0.9967,1.0594,0.0948,0.0026,0.0022,0.0003,0.012,0.0203,0.0025,0.0011,0.0109,0.0002,0.0015,0.0019,0.0001,0.0005,0.0091,0.0023,0.0006,0.0001,0.0004,0.0002,0.0562,0.011,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
415,3.4555534999999993,0,8.312,1.5165,0.9887,1.065,0.0957,0.0022,0.0027,0.0004,0.0119,0.02,0.0029,0.0013,0.0114,0.0003,0.0021,0.0017,0.0002,0.0002,0.0089,0.002,0.0004,0.0001,0.0004,0.0,0.0565,0.0114,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
416,3.4638654999999994,0,8.4436,1.6117,1.0089,1.0671,0.0945,0.0021,0.0017,0.0003,0.0126,0.0189,0.0027,0.0014,0.0111,0.0003,0.0017,0.002,0.0002,0.0002,0.0087,0.0016,0.0005,0.0001,0.0005,0.0,0.055,0.012,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
417,3.4723090999999995,0,8.2348,1.5622,1.0584,1.0795,0.0941,0.0017,0.0021,0.0004,0.0117,0.0182,0.0033,0.0011,0.011,0.0003,0.0016,0.002,0.0001,0.0002,0.0088,0.002,0.0009,0.0001,0.0006,0.0,0.055,0.0112,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
418,3.4805438999999994,0,8.3089,1.4823,0.9919,1.0393,0.0917,0.0018,0.0023,0.0003,0.0115,0.0182,0.0031,0.0011,0.011,0.0004,0.002,0.0017,0.0,0.0002,0.008,0.002,0.0005,0.0001,0.0004,0.0002,0.0538,0.0115,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
419,3.488852799999999,0,8.3896,1.5395,0.9694,1.162,0.1041,0.002,0.0024,0.0004,0.014,0.0249,0.0027,0.0012,0.0153,0.0005,0.0018,0.0022,0.0001,0.0002,0.0088,0.0018,0.0006,0.0,0.0005,0.0001,0.0648,0.0123,0.0007,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
420,3.4972423999999993,0,8.3665,1.512,1.0355,1.0894,0.0907,0.002,0.0018,0.0002,0.0107,0.0178,0.003,0.0016,0.011,0.0002,0.0018,0.0018,0.0002,0.0001,0.0086,0.0016,0.0005,0.0001,0.0005,0.0,0.0525,0.0102,0.0007,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
421,3.5056088999999995,0,8.27,1.4844,1.023,1.1413,0.089,0.0018,0.0021,0.0003,0.0109,0.0173,0.0025,0.0012,0.0098,0.0003,0.0015,0.0021,0.0002,0.0001,0.008,0.0019,0.0005,0.0001,0.0005,0.0002,0.0511,0.0119,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
422,3.5138788999999995,0,8.3169,1.462,0.9923,1.0342,0.09,0.0016,0.0021,0.0002,0.0121,0.0192,0.0025,0.0012,0.0106,0.0002,0.0013,0.0018,0.0,0.0001,0.008,0.0019,0.0004,0.0,0.0004,0.0,0.052,0.0121,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
423,3.5221957999999995,0,8.3046,1.4298,0.9581,1.0773,0.0839,0.0026,0.0015,0.0004,0.0113,0.0182,0.0024,0.001,0.01,0.0003,0.0014,0.0017,0.0001,0.0006,0.0075,0.0018,0.0005,0.0001,0.0004,0.0001,0.0501,0.0107,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
424,3.5305003999999998,0,8.3564,1.4839,0.9922,1.0699,0.0833,0.0017,0.0017,0.0003,0.0108,0.0175,0.0027,0.001,0.0106,0.0003,0.0012,0.0016,0.0001,0.0002,0.0081,0.0018,0.0005,0.0,0.0003,0.0,0.0494,0.0107,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
425,3.5388567999999996,0,8.3095,1.5681,0.9308,1.1008,0.0858,0.0018,0.0017,0.0002,0.0111,0.017,0.0027,0.0012,0.0098,0.0003,0.0013,0.0017,0.0,0.0001,0.0069,0.0023,0.0004,0.0001,0.0005,0.0002,0.0491,0.0108,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
426,3.5471662999999998,0,8.3618,1.4721,0.9346,1.1616,0.0874,0.0017,0.0028,0.0002,0.0118,0.019,0.0029,0.0011,0.0099,0.0002,0.0013,0.0025,0.0003,0.0001,0.0073,0.002,0.0004,0.0001,0.0004,0.0001,0.052,0.0103,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
427,3.5555280999999996,0,8.2935,1.4709,0.9955,1.1336,0.0847,0.0019,0.0017,0.0002,0.0118,0.0184,0.0022,0.0013,0.0095,0.0008,0.0013,0.0019,0.0002,0.0001,0.008,0.0016,0.0005,0.0001,0.0004,0.0001,0.0498,0.0098,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
428,3.5638216,0,8.4298,1.6033,0.9878,1.0959,0.1149,0.0047,0.0047,0.0004,0.0218,0.0353,0.0031,0.0011,0.0124,0.0003,0.0023,0.002,0.0002,0.0001,0.0092,0.002,0.0005,0.0001,0.0004,0.0001,0.0738,0.0108,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
429,3.5722514,0,8.3409,1.512,1.0188,1.118,0.1025,0.0025,0.0047,0.0002,0.0129,0.023,0.0029,0.0012,0.0109,0.0003,0.0017,0.0025,0.0001,0.0001,0.0102,0.002,0.0004,0.0002,0.0004,0.0,0.0611,0.0114,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
430,3.5805922999999997,0,8.2228,1.5215,0.99,1.0623,0.0857,0.0017,0.0017,0.0003,0.0119,0.0182,0.003,0.0012,0.0103,0.0002,0.0013,0.002,0.0,0.0001,0.0076,0.0019,0.0005,0.0001,0.0006,0.0001,0.0497,0.011,0.0012,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
431,3.5888150999999997,0,8.4439,1.6244,0.9539,1.1414,0.0945,0.0022,0.0018,0.0009,0.0122,0.0201,0.0025,0.0011,0.0113,0.0004,0.0013,0.0017,0.0002,0.0001,0.0095,0.0018,0.0009,0.0002,0.0006,0.0002,0.0553,0.0108,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
432,3.5972589999999998,0,8.2984,1.5849,1.0057,1.0393,0.0825,0.0015,0.0018,0.0008,0.0113,0.0181,0.0027,0.0012,0.0095,0.0002,0.0012,0.0021,0.0001,0.0001,0.0072,0.002,0.0003,0.0001,0.0003,0.0002,0.049,0.01,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
433,3.6055574,0,8.394,1.4952,1.0622,1.1446,0.0935,0.0018,0.0017,0.0004,0.0118,0.0192,0.0025,0.0013,0.0113,0.0003,0.0016,0.002,0.0001,0.0001,0.0081,0.0018,0.0005,0.0002,0.0005,0.0,0.0545,0.0111,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
434,3.6139514,0,8.2551,1.6108,1.0313,1.1534,0.0902,0.002,0.0022,0.0002,0.0119,0.0188,0.0025,0.0011,0.0103,0.0003,0.0013,0.002,0.0001,0.0001,0.0075,0.0025,0.0005,0.0001,0.0004,0.0,0.052,0.011,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
435,3.6222065,0,8.3705,1.5602,0.9928,1.0388,0.0861,0.0015,0.0023,0.0008,0.0106,0.018,0.0025,0.0012,0.0109,0.0003,0.0013,0.0021,0.0001,0.0001,0.0078,0.0016,0.0003,0.0001,0.0004,0.0,0.0512,0.0099,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
436,3.6305769999999997,0,8.3016,1.4886,1.0281,1.1015,0.0845,0.002,0.0015,0.0003,0.0115,0.0176,0.0022,0.0015,0.0092,0.0002,0.0014,0.0018,0.0001,0.0006,0.0073,0.0015,0.001,0.0002,0.0005,0.0,0.0482,0.011,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
437,3.6388785999999995,0,8.4783,1.4929,1.0523,1.2171,0.1002,0.0021,0.0035,0.0005,0.0133,0.0227,0.003,0.0013,0.0111,0.0003,0.0021,0.002,0.0001,0.0001,0.0089,0.0022,0.0005,0.0001,0.0007,0.0001,0.0593,0.0104,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
438,3.6473568999999997,0,8.182,1.5451,1.0846,1.1114,0.091,0.0016,0.002,0.0003,0.0116,0.0181,0.0029,0.0011,0.0106,0.0002,0.0015,0.0022,0.0002,0.0002,0.0082,0.0019,0.0005,0.0,0.0006,0.0,0.0526,0.0122,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
439,3.6555389,0,8.3274,1.5705,0.9807,1.075,0.0843,0.0018,0.0039,0.0001,0.0105,0.0184,0.0024,0.0011,0.009,0.0002,0.0011,0.0015,0.0002,0.0005,0.0078,0.002,0.0004,0.0002,0.0004,0.0,0.0488,0.0102,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
440,3.6638663,0,8.4114,1.5393,1.0417,1.0933,0.0975,0.002,0.0023,0.0003,0.0133,0.0211,0.0028,0.0013,0.014,0.0002,0.0014,0.0023,0.0002,0.0001,0.0092,0.0017,0.0007,0.0001,0.0005,0.0001,0.0593,0.0111,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
441,3.6722777,0,8.3148,1.6103,1.0143,1.1071,0.1006,0.002,0.0019,0.0003,0.0132,0.0201,0.0026,0.0015,0.0134,0.0002,0.0015,0.0025,0.0001,0.0002,0.0101,0.0019,0.0005,0.0003,0.0006,0.0,0.0602,0.0108,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
442,3.6805925,0,8.2263,1.5039,0.9818,1.1441,0.0795,0.0018,0.0015,0.0003,0.0108,0.0166,0.0022,0.0011,0.0096,0.0001,0.0013,0.0017,0.0001,0.0001,0.0072,0.0015,0.0005,0.0,0.0004,0.0001,0.0455,0.0105,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
443,3.6888188,0,8.4257,1.528,0.951,1.0267,0.0906,0.0017,0.0017,0.0003,0.0118,0.0178,0.0025,0.0012,0.0108,0.0008,0.0012,0.0018,0.0001,0.0007,0.0076,0.0027,0.0005,0.0,0.0004,0.0,0.0533,0.011,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
444,3.6972445,0,8.3057,1.5308,1.0368,1.0391,0.0965,0.0019,0.0017,0.0003,0.0125,0.0229,0.0025,0.0018,0.0146,0.0002,0.0015,0.0022,0.0001,0.0002,0.0087,0.0016,0.0009,0.0001,0.0005,0.0,0.0602,0.0107,0.0007,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
445,3.7055502000000002,0,8.353,1.5402,0.9832,1.0606,0.0968,0.0019,0.0017,0.0004,0.0129,0.0193,0.0027,0.0016,0.0126,0.0003,0.0021,0.002,0.0001,0.0002,0.0088,0.002,0.0009,0.0001,0.0006,0.0,0.0571,0.0114,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
446,3.7139032000000003,0,8.3196,1.6251,0.9978,1.1272,0.0916,0.0018,0.002,0.0003,0.0121,0.0189,0.0027,0.0012,0.0105,0.0009,0.0011,0.0016,0.0001,0.0002,0.008,0.0019,0.0005,0.0001,0.0004,0.0,0.0531,0.0109,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
447,3.7222228000000004,0,8.3099,1.5877,0.9826,1.0336,0.0821,0.0018,0.0032,0.0002,0.0103,0.0186,0.0024,0.001,0.0089,0.0003,0.001,0.0022,0.0002,0.0001,0.0066,0.0016,0.0009,0.0001,0.0004,0.0,0.0476,0.0099,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
448,3.7305327000000004,0,8.3992,1.4987,1.0157,1.1012,0.1005,0.0023,0.0038,0.0003,0.013,0.0225,0.0027,0.0013,0.0112,0.0003,0.0017,0.0022,0.0001,0.0001,0.0089,0.0017,0.0005,0.0002,0.0011,0.0001,0.0594,0.0112,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
449,3.7389319000000003,0,8.2917,1.5041,1.016,1.0686,0.0998,0.0019,0.0017,0.0003,0.016,0.0227,0.0029,0.0017,0.0141,0.0002,0.0015,0.0019,0.0001,0.0001,0.0079,0.0017,0.0005,0.0002,0.0004,0.0,0.0611,0.0112,0.0012,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
450,3.7472236000000003,0,8.3463,1.5683,0.9888,1.0586,0.0922,0.0016,0.0025,0.0004,0.0124,0.0193,0.0025,0.0011,0.0099,0.0004,0.0015,0.0017,0.0005,0.0001,0.0085,0.0022,0.0004,0.0001,0.0004,0.0,0.0534,0.0122,0.0014,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
451,3.7555699000000002,0,8.3479,1.4662,1.0394,1.1877,0.1003,0.0025,0.0018,0.0004,0.0126,0.02,0.0029,0.0016,0.0119,0.0003,0.0017,0.0022,0.0003,0.0003,0.0091,0.0024,0.0004,0.0,0.0006,0.0,0.0576,0.0127,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
452,3.7639178,0,8.3302,1.5256,1.0358,1.1783,0.1025,0.0022,0.0019,0.0003,0.0145,0.0224,0.0031,0.0012,0.0121,0.0003,0.0016,0.0023,0.0002,0.0001,0.0085,0.0021,0.0005,0.0001,0.0008,0.0001,0.0596,0.0121,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
453,3.7722480000000003,0,8.3754,1.5921,0.9773,1.0653,0.0978,0.0025,0.0021,0.0003,0.0138,0.0212,0.003,0.0015,0.0144,0.0003,0.0015,0.0018,0.0001,0.0001,0.0087,0.0017,0.0005,0.0001,0.0004,0.0,0.0588,0.0112,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
454,3.7806234,0,8.3772,1.7015,1.0993,1.1973,0.1019,0.0026,0.0019,0.0003,0.014,0.0218,0.0027,0.0014,0.0114,0.0007,0.0017,0.0018,0.0006,0.0001,0.0083,0.0021,0.0006,0.0001,0.0005,0.0,0.0598,0.0114,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
455,3.7890006,0,8.2753,1.6725,1.0811,1.1374,0.0966,0.0019,0.0038,0.0004,0.0121,0.0209,0.0025,0.0013,0.0104,0.0003,0.0015,0.0019,0.0003,0.0003,0.0095,0.0018,0.0005,0.0006,0.0006,0.0001,0.0567,0.0115,0.0009,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
456,3.7972759000000003,0,8.3473,1.5421,1.0591,1.0822,0.0993,0.0047,0.0024,0.0003,0.0127,0.0229,0.0029,0.0015,0.015,0.0003,0.0017,0.0019,0.0001,0.0001,0.009,0.0019,0.0003,0.0002,0.0006,0.0001,0.0613,0.0098,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
457,3.8056232000000003,0,8.2649,1.4871,1.0232,1.053,0.0952,0.002,0.0024,0.0004,0.0121,0.0198,0.0034,0.0013,0.0129,0.0002,0.0014,0.0024,0.0002,0.0001,0.0085,0.0019,0.0005,0.0,0.0005,0.0001,0.0566,0.012,0.0008,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
458,3.8138881000000002,0,8.3367,1.5167,0.9863,1.0828,0.0916,0.0018,0.0018,0.0002,0.0115,0.0177,0.0028,0.0011,0.0107,0.0003,0.0017,0.0016,0.0001,0.0001,0.0089,0.0018,0.001,0.0001,0.0004,0.0,0.0526,0.0102,0.0014,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
459,3.8222248000000003,0,8.3726,1.6014,1.0128,1.137,0.0891,0.0017,0.0018,0.0004,0.0125,0.0193,0.0022,0.0012,0.0104,0.0003,0.0019,0.0016,0.0002,0.0001,0.0069,0.002,0.0011,0.0002,0.0006,0.0,0.0523,0.0111,0.001,0.0,65.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0
